protein_id	locus_tag	gene_length
AQZ90301.1	B4U62_07765	765
AQZ93048.1	B4U62_07770	1731
AQZ93049.1	B4U62_07775	519
AQZ90302.1	B4U62_07780	549
AQZ90303.1	B4U62_07785	1224
AQZ90304.1	B4U62_07790	240
AQZ90305.1	B4U62_07795	519
AQZ90306.1	B4U62_07800	198
AQZ90307.1	B4U62_07805	444
AQZ90308.1	B4U62_07810	882
AQZ90309.1	B4U62_07815	477
AQZ90310.1	B4U62_07820	894
AQZ90311.1	B4U62_07825	456
AQZ90312.1	B4U62_07830	711
AQZ90313.1	B4U62_07835	1125
AQZ90314.1	B4U62_07840	246
AQZ90315.1	B4U62_07845	804
AQZ90316.1	B4U62_07850	543
AQZ90317.1	B4U62_07855	447
AQZ90318.1	B4U62_07860	576
AQZ90319.1	B4U62_07865	966
AQZ90320.1	B4U62_07870	600
AQZ90321.1	B4U62_07875	1020
AQZ90322.1	B4U62_07880	1293
AQZ90323.1	B4U62_07885	522
AQZ90324.1	B4U62_07890	474
AQZ90325.1	B4U62_07895	234
AQZ90326.1	B4U62_07900	1758
AQZ90327.1	B4U62_07905	1815
AQZ90328.1	B4U62_07910	696
AQZ90329.1	B4U62_07915	1134
AQZ90330.1	B4U62_07920	693
AQZ90331.1	B4U62_07925	1194
AQZ90332.1	B4U62_07930	756
AQZ90333.1	B4U62_07935	912
AQZ90334.1	B4U62_07940	1908
AQZ90335.1	B4U62_07945	582
AQZ90336.1	B4U62_07950	270
AQZ90337.1	B4U62_07955	1623
AQZ90338.1	B4U62_07960	912
AQZ90339.1	B4U62_07965	1233
AQZ90340.1	B4U62_07970	135
AQZ93050.1	B4U62_07975	1008
AQZ90341.1	B4U62_07980	279
AQZ90342.1	B4U62_07985	1287
AQZ90343.1	B4U62_07990	834
AQZ90344.1	B4U62_07995	666
AQZ90345.1	B4U62_08000	1734
AQZ90346.1	B4U62_08005	1668
AQZ90347.1	B4U62_08010	210
AQZ90348.1	B4U62_08015	774
AQZ90349.1	B4U62_08020	555
AQZ90350.1	B4U62_08025	159
AQZ90351.1	B4U62_08030	672
AQZ90352.1	B4U62_08035	1116
AQZ90353.1	B4U62_08040	978
AQZ90354.1	B4U62_08045	1329
AQZ90355.1	B4U62_08050	1413
AQZ90356.1	B4U62_08055	375
AQZ90357.1	B4U62_08060	120
AQZ90358.1	B4U62_08065	1473
AQZ90359.1	B4U62_08070	267
AQZ90360.1	B4U62_08075	639
AQZ93051.1	B4U62_08080	189
AQZ90361.1	B4U62_08085	798
AQZ93052.1	B4U62_08090	429
AQZ90362.1	B4U62_08095	915
AQZ90363.1	B4U62_08100	1566
AQZ90364.1	B4U62_08105	1941
AQZ90365.1	B4U62_08110	270
AQZ93053.1	B4U62_08115	522
AQZ90366.1	B4U62_08120	294
AQZ90367.1	B4U62_08125	612
AQZ90368.1	B4U62_08130	189
AQZ90369.1	B4U62_08135	1839
AQZ90370.1	B4U62_08140	318
AQZ90371.1	B4U62_08145	210
AQZ90372.1	B4U62_08150	630
AQZ90373.1	B4U62_08155	1329
AQZ90374.1	B4U62_08160	486
AQZ90375.1	B4U62_08165	930
AQZ90376.1	B4U62_08170	282
AQZ90377.1	B4U62_08175	1212
AQZ90378.1	B4U62_08180	3447
AQZ90379.1	B4U62_08185	921
AQZ90380.1	B4U62_08190	918
AQZ90381.1	B4U62_08195	1071
AQZ90382.1	B4U62_08200	1869
AQZ90383.1	B4U62_08205	624
AQZ90384.1	B4U62_08210	333
AQZ90385.1	B4U62_08215	894
AQZ90386.1	B4U62_08220	363
AQZ90387.1	B4U62_08225	447
AQZ90388.1	B4U62_08230	1041
AQZ90389.1	B4U62_08235	399
AQZ90390.1	B4U62_08240	240
AQZ90391.1	B4U62_08245	450
AQZ93054.1	B4U62_08250	273
AQZ90392.1	B4U62_08255	555
AQZ90393.1	B4U62_08260	486
AQZ90394.1	B4U62_08265	1227
AQZ90395.1	B4U62_08270	783
AQZ90396.1	B4U62_08275	1026
AQZ90397.1	B4U62_08280	1248
AQZ90398.1	B4U62_08285	186
AQZ90399.1	B4U62_08290	519
AQZ90400.1	B4U62_08295	180
AQZ90401.1	B4U62_08300	582
AQZ90402.1	B4U62_08305	483
AQZ90403.1	B4U62_08310	897
AQZ90404.1	B4U62_08315	1620
AQZ93055.1	B4U62_08320	432
AQZ90405.1	B4U62_08325	936
AQZ90406.1	B4U62_08330	354
AQZ90407.1	B4U62_08335	2151
AQZ90408.1	B4U62_08340	1941
AQZ90409.1	B4U62_08345	1485
AQZ90410.1	B4U62_08350	975
AQZ90411.1	B4U62_08355	1356
AQZ90412.1	B4U62_08360	1101
AQZ90413.1	B4U62_08365	1092
AQZ90414.1	B4U62_08370	912
AQZ90415.1	B4U62_08375	792
AQZ90416.1	B4U62_08380	696
AQZ90417.1	B4U62_08385	708
AQZ90418.1	B4U62_08390	366
AQZ90419.1	B4U62_08395	1323
AQZ90420.1	B4U62_08400	1149
AQZ90421.1	B4U62_08405	4302
AQZ93056.1	B4U62_08410	930
AQZ90422.1	B4U62_08415	720
AQZ90423.1	B4U62_08420	783
AQZ90424.1	B4U62_08425	795
AQZ93057.1	B4U62_08430	1281
AQZ90425.1	B4U62_08435	246
AQZ90426.1	B4U62_08440	837
AQZ90427.1	B4U62_08445	693
AQZ93058.1	B4U62_08450	450
AQZ90428.1	B4U62_08455	273
AQZ90429.1	B4U62_08460	774
AQZ90430.1	B4U62_08465	495
AQZ90431.1	B4U62_08470	2766
AQZ90432.1	B4U62_08475	375
AQZ90433.1	B4U62_08480	465
AQZ90434.1	B4U62_08485	912
AQZ90435.1	B4U62_08490	546
AQZ90436.1	B4U62_08495	1308
AQZ90437.1	B4U62_08500	915
AQZ90438.1	B4U62_08505	1287
AQZ90439.1	B4U62_08510	1095
AQZ90440.1	B4U62_08515	3216
AQZ90441.1	B4U62_08520	771
AQZ90442.1	B4U62_08525	936
AQZ90443.1	B4U62_08530	720
AQZ90444.1	B4U62_08535	651
AQZ90445.1	B4U62_08540	702
AQZ90446.1	B4U62_08545	1065
AQZ90447.1	B4U62_08550	1149
AQZ90448.1	B4U62_08555	594
AQZ90449.1	B4U62_08560	774
AQZ90450.1	B4U62_08565	786
AQZ90451.1	B4U62_08570	489
AQZ90452.1	B4U62_08575	1719
AQZ90453.1	B4U62_08580	2673
AQZ90454.1	B4U62_08585	876
AQZ90455.1	B4U62_08590	270
AQZ90456.1	B4U62_08595	615
AQZ90457.1	B4U62_08600	204
AQZ90458.1	B4U62_08605	1221
AQZ90459.1	B4U62_08610	2418
AQZ90460.1	B4U62_08615	483
AQZ90461.1	B4U62_08620	954
AQZ90462.1	B4U62_08625	1344
AQZ90463.1	B4U62_08630	1092
AQZ90464.1	B4U62_08635	765
AQZ90465.1	B4U62_08640	1947
AQZ90466.1	B4U62_08645	897
AQZ90467.1	B4U62_08650	654
AQZ90468.1	B4U62_08655	645
AQZ90469.1	B4U62_08660	81
AQZ90470.1	B4U62_08665	189
AQZ90471.1	B4U62_08670	363
AQZ90472.1	B4U62_08675	1662
AQZ90473.1	B4U62_08680	663
AQZ90474.1	B4U62_08685	903
AQZ90475.1	B4U62_08690	2049
AQZ90476.1	B4U62_08695	567
AQZ90477.1	B4U62_08700	1002
AQZ90478.1	B4U62_08705	954
AQZ90479.1	B4U62_08710	741
AQZ90480.1	B4U62_08715	234
AQZ90481.1	B4U62_08720	750
AQZ90482.1	B4U62_08725	3561
AQZ90483.1	B4U62_08730	990
AQZ90484.1	B4U62_08735	486
AQZ90485.1	B4U62_08740	333
AQZ90486.1	B4U62_08745	1341
AQZ90487.1	B4U62_08750	273
AQZ90488.1	B4U62_08755	246
AQZ90489.1	B4U62_08760	387
AQZ90490.1	B4U62_08765	525
AQZ90491.1	B4U62_08770	732
AQZ90492.2	B4U62_08775	357
AQZ90493.1	B4U62_08780	849
AQZ90494.1	B4U62_08785	768
AQZ90495.1	B4U62_08790	1731
AQZ90496.1	B4U62_08795	282
AQZ90497.1	B4U62_08800	1158
AQZ90498.1	B4U62_08805	903
AQZ90499.1	B4U62_08810	894
AQZ90500.1	B4U62_08815	2076
AQZ90501.1	B4U62_08820	1308
AQZ90502.1	B4U62_08825	915
AQZ90503.1	B4U62_08830	546
AQZ90504.1	B4U62_08835	1404
AQZ90505.1	B4U62_08840	780
AQZ90506.1	B4U62_08845	390
AQZ90507.1	B4U62_08850	453
AQZ93059.1	B4U62_08855	321
AQZ90508.1	B4U62_08860	1611
AQZ90509.1	B4U62_08865	1017
AQZ90510.1	B4U62_08870	762
AQZ90511.1	B4U62_08875	1317
AQZ90512.1	B4U62_08880	444
AQZ90513.1	B4U62_08885	615
AQZ90514.1	B4U62_08890	1464
AQZ90515.1	B4U62_08895	423
AQZ90516.1	B4U62_08900	795
AQZ90517.1	B4U62_08905	216
AQZ90518.1	B4U62_08910	423
AQZ90519.1	B4U62_08915	999
AQZ90520.1	B4U62_08920	1137
AQZ90521.1	B4U62_08925	363
AQZ90522.1	B4U62_08930	660
AQZ90523.1	B4U62_08935	666
AQZ90524.1	B4U62_08940	270
AQZ90525.1	B4U62_08945	780
AQZ90526.1	B4U62_08950	1083
AQZ90527.1	B4U62_08955	2034
AQZ90528.1	B4U62_08960	1101
AQZ90529.1	B4U62_08965	897
AQZ90530.1	B4U62_08970	1074
AQZ90531.1	B4U62_08975	2019
AQZ90532.1	B4U62_08980	471
AQZ90533.1	B4U62_08985	630
AQZ90534.1	B4U62_08990	501
AQZ90535.1	B4U62_08995	765
AQZ90536.1	B4U62_09000	504
AQZ90537.1	B4U62_09005	741
AQZ90538.1	B4U62_09010	882
AQZ90539.1	B4U62_09015	723
AQZ90540.1	B4U62_09020	558
AQZ90541.1	B4U62_09025	783
AQZ90542.1	B4U62_09030	810
AQZ90543.1	B4U62_09035	1152
AQZ90544.1	B4U62_09040	1269
AQZ90545.1	B4U62_09045	1695
AQZ90546.1	B4U62_09050	4314
AQZ90547.1	B4U62_09055	471
AQZ90548.1	B4U62_09060	1116
AQZ90549.1	B4U62_09065	276
AQZ90550.1	B4U62_09070	303
AQZ90551.1	B4U62_09075	2151
AQZ90552.1	B4U62_09080	279
AQZ90553.1	B4U62_09085	354
AQZ90554.1	B4U62_09090	930
AQZ90555.1	B4U62_09095	951
AQZ90556.1	B4U62_09100	270
AQZ90557.1	B4U62_09105	2118
AQZ90558.1	B4U62_09110	960
AQZ90559.1	B4U62_09115	1230
AQZ90560.1	B4U62_09120	258
AQZ90561.1	B4U62_09125	894
AQZ90562.1	B4U62_09130	603
AQZ90563.1	B4U62_09135	1041
AQZ90564.1	B4U62_09140	1215
AQZ90565.1	B4U62_09145	873
AQZ90566.1	B4U62_09150	1668
AQZ90567.1	B4U62_09155	738
AQZ90568.1	B4U62_09160	213
AQZ90569.1	B4U62_09165	2370
AQZ90570.1	B4U62_09170	726
AQZ93060.1	B4U62_09175	1209
AQZ90571.1	B4U62_09180	1281
AQZ90572.1	B4U62_09185	1287
AQZ90573.1	B4U62_09190	729
AQZ90574.1	B4U62_09195	258
AQZ90575.1	B4U62_09200	792
AQZ90576.2	B4U62_09205	867
AQZ90577.1	B4U62_09210	582
AQZ90578.1	B4U62_09215	1251
AQZ90579.1	B4U62_09220	1047
AQZ90580.1	B4U62_09225	1176
AQZ90581.1	B4U62_09230	1563
AQZ90582.1	B4U62_09235	795
AQZ90583.1	B4U62_09240	261
AQZ90584.1	B4U62_09245	1044
AQZ90585.1	B4U62_09250	1179
AQZ90586.1	B4U62_09255	1530
AQZ90587.1	B4U62_09260	432
AQZ90588.1	B4U62_09265	546
AQZ90589.1	B4U62_09270	2577
AQZ90590.1	B4U62_09275	1884
AQZ90591.1	B4U62_09280	456
AQZ90592.1	B4U62_09285	558
AQZ90593.1	B4U62_09290	618
AQZ90594.1	B4U62_09295	678
AQZ93061.1	B4U62_09300	252
AQZ90595.1	B4U62_09305	867
AQZ90596.1	B4U62_09310	975
AQZ90597.1	B4U62_09315	2304
AQZ90598.1	B4U62_09320	249
AQZ90599.1	B4U62_09325	1248
AQZ90600.1	B4U62_09330	1263
AQZ90601.1	B4U62_09335	780
AQZ90602.1	B4U62_09340	750
AQZ90603.1	B4U62_09345	15132
AQZ90604.1	B4U62_09350	13617
AQZ90605.1	B4U62_09355	12789
AQZ93062.1	B4U62_09360	16467
AQZ90606.1	B4U62_09365	7632
AQZ90607.1	B4U62_09370	1218
AQZ90608.1	B4U62_09375	357
AQZ90609.1	B4U62_09380	825
AQZ90610.1	B4U62_09385	1329
AQZ90611.1	B4U62_09390	708
AQZ90612.1	B4U62_09395	453
AQZ90613.1	B4U62_09400	354
AQZ90614.1	B4U62_09405	318
AQZ90615.1	B4U62_09410	276
AQZ90616.1	B4U62_09415	414
AQZ90617.1	B4U62_09420	945
AQZ90618.1	B4U62_09425	222
AQZ90619.1	B4U62_09430	273
AQZ90620.1	B4U62_09435	231
AQZ90621.1	B4U62_09440	393
AQZ90622.1	B4U62_09445	2103
AQZ90623.1	B4U62_09450	990
AQZ90624.1	B4U62_09455	621
AQZ90625.1	B4U62_09460	768
AQZ90626.1	B4U62_09465	225
AQZ90627.1	B4U62_09470	969
AQZ90628.1	B4U62_09475	1263
AQZ90629.1	B4U62_09480	1266
AQZ90630.1	B4U62_09485	408
AQZ90631.1	B4U62_09490	1335
AQZ90632.1	B4U62_09495	291
AQZ90633.1	B4U62_09500	345
AQZ90634.1	B4U62_09505	252
AQZ93063.1	B4U62_09510	435
AQZ90635.1	B4U62_09515	792
AQZ90636.1	B4U62_09520	513
AQZ90637.1	B4U62_09525	642
AQZ90638.1	B4U62_09530	354
AQZ90639.1	B4U62_09535	276
AQZ90640.1	B4U62_09540	165
AQZ90641.1	B4U62_09545	471
AQZ90642.1	B4U62_09550	1392
AQZ90643.1	B4U62_09555	1602
AQZ90644.2	B4U62_09560	1053
AQZ90645.1	B4U62_09565	1338
AQZ90646.1	B4U62_09570	1500
AQZ90647.1	B4U62_09580	636
AQZ90648.1	B4U62_09585	1416
AQZ90649.1	B4U62_09590	1185
AQZ90650.1	B4U62_09595	462
AQZ90651.1	B4U62_09600	435
AQZ90652.1	B4U62_09605	261
AQZ90653.1	B4U62_09610	840
AQZ90654.1	B4U62_09615	213
AQZ90655.1	B4U62_09620	753
AQZ90656.1	B4U62_09625	357
AQZ90657.1	B4U62_09630	201
AQZ90658.1	B4U62_09635	189
AQZ90659.1	B4U62_09640	399
AQZ90660.1	B4U62_09645	435
AQZ90661.1	B4U62_09650	186
AQZ90662.1	B4U62_09655	189
AQZ90663.1	B4U62_09660	1563
AQZ90664.1	B4U62_09665	1092
AQZ90665.1	B4U62_09670	1215
AQZ90666.1	B4U62_09675	807
AQZ90667.1	B4U62_09680	618
AQZ90668.1	B4U62_09685	1641
AQZ90669.1	B4U62_09690	366
AQZ90670.1	B4U62_09695	759
AQZ90671.1	B4U62_09700	540
AQZ90672.1	B4U62_09705	435
AQZ90673.1	B4U62_09715	618
AQZ90674.1	B4U62_09720	318
AQZ90675.1	B4U62_09725	654
AQZ90676.1	B4U62_09730	234
AQZ90677.1	B4U62_09735	2004
AQZ90678.1	B4U62_09740	447
AQZ90679.1	B4U62_09745	219
AQZ93064.1	B4U62_09750	174
AQZ90680.1	B4U62_09755	708
AQZ90681.1	B4U62_09760	363
AQZ90682.1	B4U62_09765	492
AQZ90683.1	B4U62_09770	429
AQZ90684.1	B4U62_09775	393
AQZ90685.1	B4U62_09780	147
AQZ93065.1	B4U62_09785	147
AQZ90686.1	B4U62_09790	2730
AQZ90687.1	B4U62_09795	513
AQZ90688.1	B4U62_09800	126
AQZ90689.1	B4U62_09805	147
AQZ90690.1	B4U62_09810	252
AQZ90691.2	B4U62_09815	366
AQZ90692.1	B4U62_09820	300
AQZ90693.1	B4U62_09825	288
AQZ90694.1	B4U62_09830	582
AQZ90695.1	B4U62_09835	408
AQZ90696.1	B4U62_09840	1968
AQZ90697.1	B4U62_09845	2421
AQZ90698.1	B4U62_09850	411
AQZ90699.1	B4U62_09855	1398
AQZ90700.1	B4U62_09860	1500
AQZ90701.1	B4U62_09865	264
AQZ90702.1	B4U62_09870	1269
AQZ90703.1	B4U62_09875	1542
AQZ90704.1	B4U62_09880	225
AQZ90705.1	B4U62_09885	447
AQZ90706.1	B4U62_09890	894
AQZ90707.1	B4U62_09895	597
AQZ90708.1	B4U62_09900	1200
AQZ90709.1	B4U62_09905	1536
AQZ90710.1	B4U62_09910	783
AQZ90711.1	B4U62_09915	900
AQZ90712.1	B4U62_09920	222
AQZ90713.1	B4U62_09925	1335
AQZ90714.1	B4U62_09930	1650
AQZ90715.1	B4U62_09935	1143
AQZ90716.1	B4U62_09940	306
AQZ90717.1	B4U62_09945	1533
AQZ90718.1	B4U62_09950	393
AQZ90719.1	B4U62_09955	3840
AQZ90720.1	B4U62_09960	10812
AQZ90721.1	B4U62_09965	7668
AQZ90722.1	B4U62_09970	7683
AQZ90723.1	B4U62_09975	7686
AQZ90724.1	B4U62_09980	1476
AQZ90725.1	B4U62_09985	978
AQZ90726.1	B4U62_09990	1392
AQZ90727.1	B4U62_09995	546
AQZ90728.1	B4U62_10005	546
AQZ90729.1	B4U62_10010	231
AQZ90730.1	B4U62_10015	1764
AQZ90731.1	B4U62_10020	858
AQZ90732.1	B4U62_10025	990
AQZ90733.1	B4U62_10030	1482
AQZ90734.1	B4U62_10035	4563
AQZ90735.1	B4U62_10040	903
AQZ90736.1	B4U62_10045	1116
AQZ90737.1	B4U62_10050	894
AQZ90738.1	B4U62_10055	369
AQZ90739.1	B4U62_10060	717
AQZ90740.1	B4U62_10065	306
AQZ90741.1	B4U62_10070	771
AQZ90742.1	B4U62_10075	534
AQZ90743.1	B4U62_10080	1245
AQZ90744.1	B4U62_10085	1464
AQZ90745.1	B4U62_10090	1035
AQZ90746.1	B4U62_10095	2043
AQZ90747.1	B4U62_10100	294
AQZ90748.1	B4U62_10105	405
AQZ90749.1	B4U62_10110	123
AQZ90750.1	B4U62_10115	294
AQZ90751.1	B4U62_10120	1686
AQZ90752.1	B4U62_10125	1452
AQZ90753.1	B4U62_10130	699
AQZ90754.1	B4U62_10135	678
AQZ90755.1	B4U62_10140	1038
AQZ90756.1	B4U62_10145	684
AQZ90757.1	B4U62_10150	306
AQZ90758.1	B4U62_10155	1179
AQZ90759.1	B4U62_10160	489
AQZ90760.1	B4U62_10165	756
AQZ90761.1	B4U62_10170	357
AQZ90762.1	B4U62_10175	240
AQZ90763.1	B4U62_10180	498
AQZ90764.1	B4U62_10185	912
AQZ90765.1	B4U62_10190	483
AQZ90766.1	B4U62_10195	255
AQZ90767.1	B4U62_10200	795
AQZ90768.1	B4U62_10205	873
AQZ90769.1	B4U62_10210	879
AQZ90770.1	B4U62_10215	432
AQZ90771.1	B4U62_10220	633
AQZ90772.1	B4U62_10225	921
AQZ90773.1	B4U62_10230	363
AQZ90774.1	B4U62_10235	213
AQZ90775.1	B4U62_10240	264
AQZ90776.1	B4U62_10245	2601
AQZ90777.1	B4U62_10250	642
AQZ90778.1	B4U62_10260	240
AQZ90779.1	B4U62_10265	339
AQZ93066.1	B4U62_10270	357
AQZ90780.1	B4U62_10275	366
AQZ90781.1	B4U62_10280	660
AQZ90782.1	B4U62_10285	924
AQZ90783.1	B4U62_10290	174
AQZ90784.1	B4U62_10295	225
AQZ90785.1	B4U62_10300	456
AQZ90786.1	B4U62_10305	261
AQZ90787.1	B4U62_10315	1116
AQZ90788.1	B4U62_10320	123
AQZ90789.1	B4U62_10330	294
AQZ90790.1	B4U62_10335	336
AQZ90791.1	B4U62_10340	3606
AQZ90792.1	B4U62_10345	300
AQZ90793.1	B4U62_10350	843
AQZ90794.1	B4U62_10355	459
AQZ90795.1	B4U62_10360	1803
AQZ93068.1	B4U62_10365	564
AQZ93067.1	B4U62_10370	1341
AQZ90796.1	B4U62_10375	2421
AQZ90797.1	B4U62_10380	333
AQZ90798.1	B4U62_10385	726
AQZ90799.1	B4U62_10390	744
AQZ90800.1	B4U62_10395	576
AQZ90801.1	B4U62_10400	702
AQZ90802.1	B4U62_10405	483
AQZ90803.1	B4U62_10410	942
AQZ90804.1	B4U62_10415	546
AQZ90805.1	B4U62_10420	324
AQZ90806.1	B4U62_10425	678
AQZ90807.1	B4U62_10430	537
AQZ90808.1	B4U62_10435	783
AQZ90809.1	B4U62_10440	498
AQZ90810.1	B4U62_10445	978
AQZ90811.1	B4U62_10450	1059
AQZ90812.1	B4U62_10455	1113
AQZ90813.1	B4U62_10460	600
AQZ90814.1	B4U62_10465	864
AQZ90815.1	B4U62_10470	1776
AQZ90816.1	B4U62_10480	183
AQZ90817.1	B4U62_10485	627
AQZ90818.1	B4U62_10490	492
AQZ90819.1	B4U62_10495	333
AQZ90820.1	B4U62_10500	228
AQZ90821.1	B4U62_10505	477
AQZ90822.1	B4U62_10510	264
AQZ90823.1	B4U62_10515	234
AQZ90824.1	B4U62_10520	345
AQZ90825.1	B4U62_10525	204
AQZ90826.1	B4U62_10530	1488
AQZ90827.1	B4U62_10535	1899
AQZ90828.1	B4U62_10540	846
AQZ90829.1	B4U62_10545	1338
AQZ90830.1	B4U62_10550	966
AQZ90831.1	B4U62_10555	1254
AQZ90832.1	B4U62_10560	2835
AQZ90833.1	B4U62_10565	1917
AQZ90834.1	B4U62_10570	915
AQZ90835.1	B4U62_10575	591
AQZ90836.1	B4U62_10580	1245
AQZ90837.1	B4U62_10585	1218
AQZ93069.1	B4U62_10590	624
AQZ90838.1	B4U62_10595	1359
AQZ90839.1	B4U62_10600	849
AQZ90840.1	B4U62_10605	666
AQZ90841.1	B4U62_10610	351
AQZ90842.1	B4U62_10615	279
AQZ90843.1	B4U62_10620	897
AQZ90844.1	B4U62_10625	474
AQZ90845.1	B4U62_10630	237
AQZ90846.1	B4U62_10635	1335
AQZ90847.1	B4U62_10640	390
AQZ90848.1	B4U62_10645	339
AQZ90849.1	B4U62_10650	609
AQZ90850.1	B4U62_10655	603
AQZ90851.1	B4U62_10660	912
AQZ90852.1	B4U62_10665	201
AQZ90853.1	B4U62_10670	1491
AQZ90854.1	B4U62_10675	1401
AQZ90855.1	B4U62_10680	702
AQZ90856.1	B4U62_10685	252
AQZ90857.1	B4U62_10690	822
AQZ90858.1	B4U62_10695	702
AQZ90859.1	B4U62_10700	126
AQZ90860.1	B4U62_10705	315
AQZ90861.1	B4U62_10710	612
AQZ90862.1	B4U62_10715	177
AQZ90863.1	B4U62_10720	144
AQZ90864.1	B4U62_10725	681
AQZ90865.1	B4U62_10730	195
AQZ90866.1	B4U62_10735	225
AQZ90867.1	B4U62_10740	279
AQZ90868.1	B4U62_10745	1416
AQZ90869.1	B4U62_10750	828
AQZ90870.1	B4U62_10755	1311
AQZ90871.1	B4U62_10760	654
AQZ90872.1	B4U62_10765	690
AQZ90873.1	B4U62_10770	1335
AQZ90874.1	B4U62_10775	114
AQZ90875.1	B4U62_10780	780
AQZ90876.1	B4U62_10785	1281
AQZ90877.1	B4U62_10790	306
AQZ90878.1	B4U62_10795	402
AQZ90879.1	B4U62_10800	954
AQZ90880.1	B4U62_10805	1149
AQZ90881.1	B4U62_10810	426
AQZ90882.1	B4U62_10815	177
AQZ90883.1	B4U62_10820	588
AQZ90884.1	B4U62_10825	243
AQZ90885.1	B4U62_10830	186
AQZ90886.1	B4U62_10835	213
AQZ90887.1	B4U62_10840	363
AQZ93070.1	B4U62_10845	174
AQZ90888.1	B4U62_10850	318
AQZ93071.1	B4U62_10855	78
AQZ90889.1	B4U62_10860	138
AQZ90890.1	B4U62_10865	132
AQZ90891.1	B4U62_10870	192
AQZ90892.1	B4U62_10875	828
AQZ90893.1	B4U62_10880	219
AQZ90894.1	B4U62_10885	354
AQZ90895.1	B4U62_10890	342
AQZ90896.1	B4U62_10895	291
AQZ90897.1	B4U62_10900	168
AQZ90898.1	B4U62_10905	246
AQZ90899.1	B4U62_10910	450
AQZ90900.1	B4U62_10915	429
AQZ90901.1	B4U62_10920	243
AQZ90902.2	B4U62_10925	990
AQZ90903.1	B4U62_10930	522
AQZ90905.2	B4U62_10940	3267
AQZ93072.1	B4U62_10950	390
AQZ90907.1	B4U62_10955	354
AQZ90908.1	B4U62_10960	201
AQZ90909.1	B4U62_10965	195
AQZ90910.1	B4U62_10970	135
AQZ90911.1	B4U62_10975	471
AQZ90912.1	B4U62_10980	363
AQZ90913.1	B4U62_10985	126
AQZ90914.1	B4U62_10990	348
AQZ90915.1	B4U62_10995	396
AQZ90916.1	B4U62_11000	543
AQZ90917.1	B4U62_11005	180
AQZ90918.1	B4U62_11010	120
AQZ90919.1	B4U62_11015	213
AQZ90920.1	B4U62_11020	183
AQZ90921.1	B4U62_11025	228
AQZ90922.1	B4U62_11030	366
AQZ90923.1	B4U62_11035	219
AQZ90924.1	B4U62_11040	1332
AQZ90925.1	B4U62_11045	120
AQZ90926.1	B4U62_11050	519
AQZ90927.1	B4U62_11055	498
AQZ90928.1	B4U62_11060	156
AQZ93073.1	B4U62_11065	216
AQZ90929.1	B4U62_11070	198
AQZ90930.1	B4U62_11075	150
AQZ90931.1	B4U62_11080	717
AQZ90932.1	B4U62_11085	3918
AQZ90933.1	B4U62_11090	1731
AQZ90934.1	B4U62_11095	1137
AQZ90935.1	B4U62_11100	1515
AQZ90936.1	B4U62_11105	471
AQZ90937.1	B4U62_11110	972
AQZ90938.1	B4U62_11115	915
AQZ90939.1	B4U62_11120	372
AQZ90940.1	B4U62_11125	315
AQZ90941.1	B4U62_11130	381
AQZ90942.1	B4U62_11135	297
AQZ90943.1	B4U62_11140	1761
AQZ90944.1	B4U62_11145	825
AQZ90945.1	B4U62_11150	396
AQZ90946.1	B4U62_11155	222
AQZ90947.1	B4U62_11160	675
AQZ90948.1	B4U62_11165	813
AQZ90949.1	B4U62_11170	414
AQZ90950.1	B4U62_11175	150
AQZ90951.1	B4U62_11180	348
AQZ90952.1	B4U62_11185	357
AQZ90953.1	B4U62_11190	342
AQZ90954.1	B4U62_11195	375
AQZ90955.1	B4U62_11200	219
AQZ90956.1	B4U62_11205	279
AQZ90957.1	B4U62_11210	693
AQZ90958.1	B4U62_11215	204
AQZ90959.2	B4U62_11220	516
AQZ90960.1	B4U62_11225	195
AQZ90961.1	B4U62_11230	453
AQZ90962.1	B4U62_11235	258
AQZ90963.1	B4U62_11240	204
AQZ90964.1	B4U62_11245	165
AQZ90965.1	B4U62_11250	756
AQZ90966.1	B4U62_11255	408
AQZ90967.1	B4U62_11260	339
AQZ90968.1	B4U62_11265	351
AQZ90969.1	B4U62_11270	204
AQZ90970.1	B4U62_11275	279
AQZ90971.1	B4U62_11280	405
AQZ90972.1	B4U62_11285	336
AQZ90973.1	B4U62_11290	195
AQZ90974.1	B4U62_11295	198
AQZ90975.1	B4U62_11300	219
AQZ90976.1	B4U62_11305	225
AQZ90977.1	B4U62_11310	978
AQZ90978.1	B4U62_11315	1383
AQZ90979.1	B4U62_11320	1077
AQZ90980.1	B4U62_11325	213
AQZ90981.1	B4U62_11330	318
AQZ90982.1	B4U62_11335	201
AQZ90983.1	B4U62_11340	126
AQZ90984.1	B4U62_11345	1161
AQZ90985.1	B4U62_11350	417
AQZ90986.1	B4U62_11355	534
AQZ90987.1	B4U62_11360	537
AQZ90988.1	B4U62_11365	132
AQZ90989.1	B4U62_11370	216
AQZ90990.1	B4U62_11375	252
AQZ90991.1	B4U62_11380	180
AQZ90992.1	B4U62_11385	231
AQZ90993.1	B4U62_11390	396
AQZ90994.1	B4U62_11395	1329
AQZ90995.1	B4U62_11400	228
AQZ90996.1	B4U62_11405	1317
AQZ90997.1	B4U62_11410	507
AQZ90998.1	B4U62_11415	1233
AQZ90999.1	B4U62_11420	189
AQZ91000.1	B4U62_11425	252
AQZ91001.1	B4U62_11430	177
