LC	quant	sample	hit	total	p_value	p_adj	log_odds
Lifestyles#Coping with stress#Cold stress proteins	3	1199	16	8186	0.4224888986296226	1.0	0.43
Lifestyles#Coping with stress#Coping with hyper-osmotic stress	2	1199	27	8186	0.9220517296805804	1.0	-1.10
Lifestyles#Coping with stress#General stress proteins (controlled by SigB)	8	1199	159	8186	0.9999734431977979	1.0	-1.72
Lifestyles#Coping with stress#Resistance against oxidative and electrophile stress	7	1199	100	8186	0.9941342469862648	1.0	-1.20
Lifestyles#Coping with stress#Resistance against toxic metals	1	1199	16	8186	0.920857448901438	1.0	-1.37
Lifestyles#Coping with stress#Resistance against toxic metals/ based on similarity	1	1199	6	8186	0.6134751783458664	1.0	0.22
Lifestyles#Coping with stress#Resistance against toxins/ antibiotics	5	1199	58	8186	0.9408300638850011	1.0	-0.87
Lifestyles#Coping with stress#Resistance against toxins/ antibiotics/ based on similarity	4	1199	42	8186	0.8823314855416989	1.0	-0.71
Lifestyles#Coping with stress#Toxins, antitoxins and immunity against toxins/ based on similarity	2	1199	18	8186	0.7639789650475575	1.0	-0.46
Lifestyles#Exponential and early post-exponential lifestyles#Biofilm formation	8	1199	70	8186	0.8240239791188687	1.0	-0.41
Lifestyles#Exponential and early post-exponential lifestyles#Genetic competence	6	1199	57	8186	0.8602412047620702	1.0	-0.55
Lifestyles#Exponential and early post-exponential lifestyles#Motility and chemotaxis	1	1199	76	8186	0.9999944214480174	1.0	-3.70
Lifestyles#Sporulation#Germination/ based on similarity	1	1199	8	8186	0.7184879838037408	1.0	-0.26
Lifestyles#Sporulation#Sporulation/ other	2	1199	19	8186	0.7901455443867392	1.0	-0.55
Lifestyles#Sporulation#phosphorelay	4	1199	44	8186	0.9033606003736585	1.0	-0.78
Metabolism#Additional metabolic pathways#Biosynthesis of cell wall components	3	1199	74	8186	0.9992703884819969	1.0	-2.03
Metabolism#Additional metabolic pathways#Biosynthesis of cofactors	11	1199	116	8186	0.9633781066795111	1.0	-0.72
Metabolism#Additional metabolic pathways#Phosphate metabolism	2	1199	17	8186	0.7350226018484278	1.0	-0.36
Metabolism#Amino acid/ nitrogen metabolism#Biosynthesis/ acquisition of amino acids	15	1199	158	8186	0.9800696768647523	1.0	-0.72
Metabolism#Amino acid/ nitrogen metabolism#Utilization of amino acids	12	1199	75	8186	0.4184765256021826	1.0	0.15
Metabolism#Carbon metabolism#Carbon core metabolism	4	1199	53	8186	0.9621915779090704	1.0	-1.08
Metabolism#Carbon metabolism#Utilization of specific carbon sources	15	1199	240	8186	0.9999880848781092	1.0	-1.39
Metabolism#Detoxification reactions	1	1199	12	8186	0.8507114336450348	1.0	-0.92
Metabolism#Electron transport and ATP synthesis#ATP synthesis	2	1199	13	8186	0.5879314124921882	1.0	0.08
Metabolism#Electron transport and ATP synthesis#Electron transport/ other	2	1199	18	8186	0.7639789650475575	1.0	-0.46
Metabolism#Electron transport and ATP synthesis#Electron transport/ other/ based on similarity	3	1199	18	8186	0.5033716962797806	1.0	0.22
Metabolism#Lipid metabolism#Biosynthesis of lipids	2	1199	47	8186	0.9947838345726526	1.0	-1.96
Metabolism#Lipid metabolism#Utilization of lipids	5	1199	32	8186	0.5133019815740645	1.0	0.11
Metabolism#Nucleotide metabolism#Utilization of nucleotides	3	1199	21	8186	0.6125494302939167	1.0	-0.04
Prophages and mobile genetic elements#Mobile genetic elements#ICEBs1	3	1199	25	8186	0.7309889280129165	1.0	-0.33
Prophages and mobile genetic elements#Prophages#PBSX prophage	1	1199	41	8186	0.9985123976902237	1.0	-2.79
Prophages and mobile genetic elements#Prophages#SP-beta prophage	23	1199	181	8186	0.8013143105129781	1.0	-0.24
Prophages and mobile genetic elements#Prophages#Skin element	6	1199	60	8186	0.8909613145723128	1.0	-0.63

3D	quant	sample	hit	total	p_value	p_adj	log_odds
Lifestyles#Sporulation#Sporulation proteins	381	1523	541	8186	1.4964281815604036e-167	5.172653414260461e-165	3.76
Lifestyles#Sporulation#Germination	31	1523	40	8186	8.401239572279112e-16	5.1247561390902584e-14	3.94
Lifestyles#Sporulation#Germination/ based on similarity	8	1523	8	8186	1.4142093676140317e-06	3.8593029321467124e-05	nan
Lifestyles#Coping with stress#General stress proteins (controlled by SigB)	50	1523	159	8186	5.887221564924517e-05	0.0011740478390051393	1.03
Information processing#Regulation of gene expression#Sigma factors and their control	26	1523	67	8186	8.392432598417454e-05	0.0015823550190107092	1.49
Metabolism#Additional metabolic pathways#Miscellaneous metabolic pathways	27	1523	77	8186	0.00043856491043115	0.006497025887387179	1.26
Prophages and mobile genetic elements#Prophages#Prophage 1	9	1523	18	8186	0.0025062226604208463	0.028559921965455138	2.14
Lifestyles#Coping with stress#Toxins, antitoxins and immunity against toxins	13	1523	33	8186	0.00426299968691464	0.044653845205358395	1.52
Cellular processes#Cell envelope and cell division#Cell wall/ other	9	1523	21	8186	0.008885526113484237	0.08058352507067351	1.72
Cellular processes#Homeostasis#Trace metal homeostasis (Cu, Zn, Ni, Mn, Mo)	10	1523	25	8186	0.01039480080064676	0.08982840358558908	1.55
Metabolism#Amino acid/ nitrogen metabolism#Utilization of amino acids	21	1523	75	8186	0.029863495017956244	0.2050890353219909	0.77
Lifestyles#Coping with stress#Biosynthesis of antibacterial compounds	14	1523	51	8186	0.078346241953813	0.4391624481411031	0.73
Information processing#Protein synthesis, modification and degradation#Proteolysis	12	1523	46	8186	0.13313605479410745	0.6288112987356316	0.63
Groups of genes#Efp-dependent proteins	9	1523	34	8186	0.16694558906330473	0.6794708822156731	0.66
Groups of genes#NcRNA#Regulatory RNAs	1	1523	1	8186	0.18604935255166005	0.7041356883068303	nan
Groups of genes#NcRNA#Small RNAs with unknown functions	1	1523	1	8186	0.18604935255166005	0.7041356883068303	nan
Groups of genes#Phosphoproteins#Phosphoproteins / Other	1	1523	1	8186	0.18604935255166005	0.7041356883068303	nan
Information processing#Targets of second messengers#Targets of ZTP	1	1523	1	8186	0.18604935255166005	0.7041356883068303	nan
Groups of genes#Pseudogenes	4	1523	13	8186	0.21092254573775596	0.7458388506571229	0.96
Information processing#Regulation of gene expression#Quorum sensing	6	1523	22	8186	0.21304343896575045	0.7462413133467598	0.72
Lifestyles#Coping with stress#Coping with hypo-osmotic stress	2	1523	5	8186	0.2343932993383435	0.7815622231956985	1.55
Metabolism#Electron transport and ATP synthesis#Regulators of electron transport	2	1523	5	8186	0.2343932993383435	0.7815622231956985	1.55
Cellular processes#Cell envelope and cell division#Cell wall degradation/ turnover	9	1523	39	8186	0.2931549465203654	0.8997463269659254	0.39
Metabolism#Amino acid/ nitrogen metabolism#Utilization of nitrogen sources other than amino acids	12	1523	54	8186	0.2958621681724187	0.9023796129258772	0.32
no_annotation	31	1523	151	8186	0.30029176405072666	0.905257312974049	0.18
Cellular processes#Cell envelope and cell division#Cell wall/ other/ based on similarity	2	1523	6	8186	0.31038010724078563	0.9248970437031456	1.13
Metabolism#Additional metabolic pathways#Sulfur metabolism	7	1523	30	8186	0.3188392465584358	0.9366467384733653	0.41
Cellular processes#Transporters#Phosphotransferase system	6	1523	26	8186	0.351676884705565	0.9964681809081516	0.39
Cellular processes#Cell envelope and cell division#Capsule biosynthesis and degradation	1	1523	10	8186	0.8725222007874961	1.0	-1.04
Cellular processes#Cell envelope and cell division#Cell division	5	1523	37	8186	0.8444080304659347	1.0	-0.55
Cellular processes#Cell envelope and cell division#Cell wall synthesis	16	1523	97	8186	0.7431598419249674	1.0	-0.21
Cellular processes#Cell envelope and cell division#Membrane dynamics	1	1523	6	8186	0.7093258264153075	1.0	-0.19
Cellular processes#Homeostasis#Acquisition of iron	4	1523	44	8186	0.974811278093973	1.0	-1.20
Cellular processes#Homeostasis#Metal ion homeostasis (K, Na, Ca, Mg)	3	1523	34	8186	0.9655077594082102	1.0	-1.24
Cellular processes#Transporters#ABC transporters	31	1523	196	8186	0.8672545650383146	1.0	-0.29
Cellular processes#Transporters#ECF transporter	1	1523	12	8186	0.9155935418176642	1.0	-1.33
Cellular processes#Transporters#Transporters/ other	22	1523	174	8186	0.9870272888661511	1.0	-0.67
Groups of genes#Essential genes	4	1523	257	8186	0.9999999999997098	1.0	-3.91
Groups of genes#GTP-binding proteins	1	1523	11	8186	0.8962683710632898	1.0	-1.19
Groups of genes#Membrane proteins	200	1523	1076	8186	0.5205165803657854	1.0	-0.00
Groups of genes#Phosphoproteins#Phosphorylation on a Cys residue	3	1523	15	8186	0.5480374622560852	1.0	0.13
Groups of genes#Phosphoproteins#Phosphorylation on a His residue	8	1523	56	8186	0.8432445826937474	1.0	-0.46
Groups of genes#Phosphoproteins#Phosphorylation on a Ser residue	8	1523	67	8186	0.9480787603274112	1.0	-0.76
Groups of genes#Phosphoproteins#Phosphorylation on a Thr residue	3	1523	26	8186	0.8870480731770881	1.0	-0.81
Groups of genes#Phosphoproteins#Phosphorylation on a Tyr residue	2	1523	20	8186	0.9095008691735014	1.0	-1.04
Groups of genes#Phosphoproteins#Phosphorylation on an Arg residue	17	1523	113	8186	0.8660701116490961	1.0	-0.37
Groups of genes#Phosphoproteins#Phosphorylation on either a Ser, Thr or Tyr residue	3	1523	40	8186	0.986653381913529	1.0	-1.50
Groups of genes#Poorly characterized/ putative enzymes	30	1523	204	8186	0.941677567904879	1.0	-0.42
Groups of genes#Proteins of unknown function	102	1523	708	8186	0.9991445686507822	1.0	-0.48
Groups of genes#Secreted proteins	17	1523	116	8186	0.8917303952382305	1.0	-0.42
Groups of genes#Short peptides	2	1523	9	8186	0.5206881880765791	1.0	0.32
Information processing#Genetics#DNA repair/ recombination	11	1523	71	8186	0.7939091290980177	1.0	-0.32
Information processing#Genetics#Genetic competence	10	1523	57	8186	0.6352480270964866	1.0	-0.10
Information processing#Genetics#Genetics/ other/ based on similarity	2	1523	9	8186	0.5206881880765791	1.0	0.32
Information processing#Genetics#Newly identified competence genes	2	1523	25	8186	0.9611271342161487	1.0	-1.40
Information processing#Protein synthesis, modification and degradation#Chaperones/ protein folding	3	1523	12	8186	0.3919055238327598	1.0	0.55
Information processing#Protein synthesis, modification and degradation#Protein modification	17	1523	99	8186	0.6836642552142618	1.0	-0.14
Information processing#Protein synthesis, modification and degradation#Protein secretion	8	1523	48	8186	0.6924554522904067	1.0	-0.19
Information processing#Protein synthesis, modification and degradation#Translation	5	1523	207	8186	1.0	1.0	-3.25
Information processing#RNA synthesis and degradation#RNA chaperones	1	1523	6	8186	0.7093258264153075	1.0	-0.19
Information processing#RNA synthesis and degradation#RNase/ based on similarity	1	1523	4	8186	0.5611465584390825	1.0	0.54
Information processing#RNA synthesis and degradation#RNases	1	1523	23	8186	0.9912766892406828	1.0	-2.33
Information processing#RNA synthesis and degradation#Transcription	7	1523	34	8186	0.45099242786490534	1.0	0.18
Information processing#Regulation of gene expression#RNA binding regulators	2	1523	11	8186	0.6350604980101926	1.0	-0.04
Information processing#Regulation of gene expression#Transcription factors and their control	44	1523	355	8186	0.9994943477465545	1.0	-0.72
Information processing#Regulation of gene expression#Transition state regulators	1	1523	8	8186	0.8074937629945891	1.0	-0.68
Information processing#Regulation of gene expression#Trigger enzyme	3	1523	15	8186	0.5480374622560852	1.0	0.13
Information processing#Regulation of gene expression#phosphorelay	7	1523	44	8186	0.7358042137470046	1.0	-0.27
Information processing#Targets of second messengers#Targets of (p)ppGpp	1	1523	10	8186	0.8725222007874961	1.0	-1.04
Information processing#Targets of second messengers#Targets of c-di-AMP	1	1523	9	8186	0.8433444598625556	1.0	-0.87
Information processing#Targets of second messengers#Targets of c-di-GMP	1	1523	3	8186	0.46079013328751434	1.0	1.13
Lifestyles#Coping with stress#Acid stress proteins (controlled by YvrI-YvrHa)	1	1523	5	8186	0.642834873215859	1.0	0.13
Lifestyles#Coping with stress#Cell envelope stress proteins (controlled by SigM, V, W, X, Y)	10	1523	131	8186	0.9998980150457486	1.0	-1.48
Lifestyles#Coping with stress#Coping with hyper-osmotic stress	3	1523	27	8186	0.9020068688671612	1.0	-0.87
Lifestyles#Coping with stress#Heat shock proteins	1	1523	27	8186	0.9961816016376976	1.0	-2.58
Lifestyles#Coping with stress#Resistance against other toxic compounds (nitric oxide, phenolic acids, flavonoids, oxalate)	3	1523	18	8186	0.6779407589968408	1.0	-0.19
Lifestyles#Coping with stress#Resistance against oxidative and electrophile stress	16	1523	100	8186	0.7862013030872794	1.0	-0.27
Lifestyles#Coping with stress#Resistance against toxic metals/ based on similarity	1	1523	6	8186	0.7093258264153075	1.0	-0.19
Lifestyles#Coping with stress#Resistance against toxins/ antibiotics	3	1523	58	8186	0.9993634601402189	1.0	-2.08
Lifestyles#Coping with stress#Resistance against toxins/ antibiotics/ based on similarity	7	1523	42	8186	0.6880849853200666	1.0	-0.19
Lifestyles#Coping with stress#Toxins, antitoxins and immunity against toxins/ based on similarity	2	1523	18	8186	0.8745151537348895	1.0	-0.87
Lifestyles#Exponential and early post-exponential lifestyles#Biofilm formation	2	1523	70	8186	0.9999911466860001	1.0	-2.97
Lifestyles#Exponential and early post-exponential lifestyles#Genetic competence	10	1523	57	8186	0.6352480270964866	1.0	-0.10
Lifestyles#Sporulation#Sporulation/ other	3	1523	19	8186	0.7145457607569676	1.0	-0.29
Lifestyles#Sporulation#phosphorelay	7	1523	44	8186	0.7358042137470046	1.0	-0.27
Metabolism#Additional metabolic pathways#Biosynthesis of cell wall components	10	1523	74	8186	0.9041803275738487	1.0	-0.55
Metabolism#Additional metabolic pathways#Biosynthesis of cofactors	8	1523	116	8186	0.9999193691890946	1.0	-1.64
Metabolism#Additional metabolic pathways#Iron metabolism	3	1523	53	8186	0.9984835180228399	1.0	-1.94
Metabolism#Additional metabolic pathways#Phosphate metabolism	3	1523	17	8186	0.6379635355164046	1.0	-0.09
Metabolism#Amino acid/ nitrogen metabolism#Biosynthesis/ acquisition of amino acids	14	1523	158	8186	0.9998168515984718	1.0	-1.25
Metabolism#Carbon metabolism#Carbon core metabolism	3	1523	53	8186	0.9984835180228399	1.0	-1.94
Metabolism#Carbon metabolism#Utilization of specific carbon sources	30	1523	240	8186	0.9961135213528147	1.0	-0.70
Metabolism#Electron transport and ATP synthesis#Electron transport/ other	1	1523	18	8186	0.9755146127924302	1.0	-1.96
Metabolism#Electron transport and ATP synthesis#Electron transport/ other/ based on similarity	3	1523	18	8186	0.6779407589968408	1.0	-0.19
Metabolism#Electron transport and ATP synthesis#Respiration	6	1523	37	8186	0.7104975922931687	1.0	-0.24
Metabolism#Lipid metabolism#Biosynthesis of lipids	2	1523	47	8186	0.999279756428578	1.0	-2.37
Metabolism#Lipid metabolism#Lipid metabolism/ other	1	1523	12	8186	0.9155935418176642	1.0	-1.33
Metabolism#Lipid metabolism#Utilization of lipids	5	1523	32	8186	0.7365124756018335	1.0	-0.30
Metabolism#Nucleotide metabolism#Biosynthesis/ acquisition of nucleotides	3	1523	65	8186	0.9998153745565477	1.0	-2.25
Metabolism#Nucleotide metabolism#Metabolism of signalling nucleotides	1	1523	17	8186	0.9699035317286228	1.0	-1.87
Metabolism#Nucleotide metabolism#Utilization of nucleotides	1	1523	21	8186	0.9868171843981093	1.0	-2.20
Prophages and mobile genetic elements#Mobile genetic elements#ICEBs1	1	1523	25	8186	0.9942282740050491	1.0	-2.46
Prophages and mobile genetic elements#Prophages#PBSX prophage	2	1523	41	8186	0.9977983415390932	1.0	-2.16
Prophages and mobile genetic elements#Prophages#SP-beta prophage	31	1523	181	8186	0.7260489988913084	1.0	-0.15
Prophages and mobile genetic elements#Prophages#Skin element	9	1523	60	8186	0.8104876162065651	1.0	-0.38

5D	quant	sample	hit	total	p_value	p_adj	log_odds
Lifestyles#Sporulation#Sporulation proteins	398	1395	541	8186	6.014764267504066e-204	6.2373105454017164e-201	4.21
Lifestyles#Sporulation#Germination	34	1395	40	8186	7.045583498522426e-21	5.620207759975197e-19	4.82
Cellular processes#Homeostasis#Trace metal homeostasis (Cu, Zn, Ni, Mn, Mo)	11	1395	25	8186	0.0014637919332333583	0.018288581141722802	1.94
Metabolism#Additional metabolic pathways#Phosphate metabolism	8	1395	17	8186	0.003963888732837226	0.042376831092290755	2.12
Lifestyles#Sporulation#Germination/ based on similarity	5	1395	8	8186	0.005072272020230466	0.05156809887234307	3.02
Lifestyles#Coping with stress#Toxins, antitoxins and immunity against toxins	12	1395	33	8186	0.006052306269742879	0.05894787904774848	1.48
Metabolism#Electron transport and ATP synthesis#Respiration	13	1395	37	8186	0.00607385078511318	0.05894787904774848	1.41
Prophages and mobile genetic elements#Prophages#Prophage 1	8	1395	18	8186	0.006082375176575784	0.05894787904774848	1.97
Information processing#Regulation of gene expression#Sigma factors and their control	20	1395	67	8186	0.006561033116738615	0.06242010405557746	1.06
Cellular processes#Cell envelope and cell division#Cell wall/ other	8	1395	21	8186	0.017574532263403542	0.134005808508452	1.59
Metabolism#Lipid metabolism#Lipid metabolism/ other	5	1395	12	8186	0.03952134193521217	0.25455671793052814	1.80
Metabolism#Amino acid/ nitrogen metabolism#Utilization of amino acids	19	1395	75	8186	0.043796909561463065	0.2735987663568506	0.73
Cellular processes#Transporters#Phosphotransferase system	8	1395	26	8186	0.06170346322048138	0.3594746705597707	1.12
Information processing#Protein synthesis, modification and degradation#Proteolysis	12	1395	46	8186	0.08000348859257427	0.44604095521773934	0.79
Metabolism#Additional metabolic pathways#Miscellaneous metabolic pathways	18	1395	77	8186	0.09458859806495384	0.5056101865636965	0.58
Lifestyles#Coping with stress#Cold stress proteins	5	1395	16	8186	0.1218506103494963	0.604366182210389	1.15
Information processing#RNA synthesis and degradation#RNase/ based on similarity	2	1395	4	8186	0.13714028333392525	0.6288112987356316	2.29
Groups of genes#Membrane proteins	196	1395	1076	8186	0.14569243405084387	0.6381888939230257	0.13
Cellular processes#Cell envelope and cell division#Cell division/ based on similarity	1	1395	1	8186	0.170412900072185	0.6794708822156731	nan
Groups of genes#NcRNA#Regulatory RNAs	1	1395	1	8186	0.170412900072185	0.6794708822156731	nan
Groups of genes#Phosphoproteins#Phosphoproteins / Other	1	1395	1	8186	0.170412900072185	0.6794708822156731	nan
Information processing#Targets of second messengers#Targets of ZTP	1	1395	1	8186	0.170412900072185	0.6794708822156731	nan
Lifestyles#Coping with stress#Coping with hypo-osmotic stress	2	1395	5	8186	0.20346542938938228	0.7275643112992738	1.70
Metabolism#Electron transport and ATP synthesis#Regulators of electron transport	2	1395	5	8186	0.20346542938938228	0.7275643112992738	1.70
Groups of genes#Efp-dependent proteins	8	1395	34	8186	0.21182068170150728	0.7458388506571229	0.59
Lifestyles#Sporulation#Sporulation/ other	5	1395	19	8186	0.21195626921267324	0.7458388506571229	0.80
Prophages and mobile genetic elements#Prophages#Skin element	13	1395	60	8186	0.2121720934849096	0.7458388506571229	0.43
Information processing#Regulation of gene expression#Trigger enzyme	4	1395	15	8186	0.24424574192959614	0.7941933235457441	0.83
Cellular processes#Cell envelope and cell division#Cell wall/ other/ based on similarity	2	1395	6	8186	0.27225516955649426	0.8529565281875666	1.28
Information processing#Regulation of gene expression#RNA binding regulators	3	1395	11	8186	0.2851979390537808	0.8828366053694648	0.87
Cellular processes#Cell envelope and cell division#Cell wall synthesis	19	1395	97	8186	0.28920796843755403	0.8925853073504272	0.25
Lifestyles#Coping with stress#Coping with hyper-osmotic stress	6	1395	27	8186	0.30697681718196895	0.9173918138838669	0.48
Cellular processes#Cell envelope and cell division#Capsule biosynthesis and degradation	1	1395	10	8186	0.8457841309006108	1.0	-0.89
Cellular processes#Cell envelope and cell division#Cell division	3	1395	37	8186	0.963771745649613	1.0	-1.22
Cellular processes#Cell envelope and cell division#Cell wall degradation/ turnover	7	1395	39	8186	0.505926358354599	1.0	0.09
Cellular processes#Cell envelope and cell division#Membrane dynamics	1	1395	6	8186	0.6741570058543984	1.0	-0.04
Cellular processes#Homeostasis#Acquisition of iron	3	1395	44	8186	0.9867327633395666	1.0	-1.49
Cellular processes#Homeostasis#Metal ion homeostasis (K, Na, Ca, Mg)	1	1395	34	8186	0.9982813978923843	1.0	-2.77
Cellular processes#Transporters#ABC transporters	33	1395	196	8186	0.5609980875940327	1.0	-0.02
Cellular processes#Transporters#ECF transporter	1	1395	12	8186	0.8939223573719192	1.0	-1.18
Cellular processes#Transporters#Transporters/ other	22	1395	174	8186	0.9560010044944882	1.0	-0.51
Groups of genes#Essential genes	7	1395	257	8186	1.0	1.0	-2.92
Groups of genes#Phosphoproteins#Phosphorylation on a Cys residue	3	1395	15	8186	0.4837310436839193	1.0	0.28
Groups of genes#Phosphoproteins#Phosphorylation on a His residue	6	1395	56	8186	0.9329202874804337	1.0	-0.78
Groups of genes#Phosphoproteins#Phosphorylation on a Ser residue	9	1395	67	8186	0.8288711205853256	1.0	-0.41
Groups of genes#Phosphoproteins#Phosphorylation on a Thr residue	2	1395	26	8186	0.9509813195025796	1.0	-1.30
Groups of genes#Phosphoproteins#Phosphorylation on a Tyr residue	4	1395	20	8186	0.4516582738862077	1.0	0.28
Groups of genes#Phosphoproteins#Phosphorylation on an Arg residue	15	1395	113	8186	0.887434027615331	1.0	-0.43
Groups of genes#Phosphoproteins#Phosphorylation on an Asp residue	1	1395	35	8186	0.9985754913471003	1.0	-2.81
Groups of genes#Phosphoproteins#Phosphorylation on either a Ser, Thr or Tyr residue	4	1395	40	8186	0.9278878513543238	1.0	-0.89
Groups of genes#Poorly characterized/ putative enzymes	32	1395	204	8186	0.7267650085820967	1.0	-0.15
Groups of genes#Proteins of unknown function	70	1395	708	8186	0.9999999933505259	1.0	-0.97
Groups of genes#Pseudogenes	3	1395	13	8186	0.38635044639388233	1.0	0.55
Groups of genes#Secreted proteins	20	1395	116	8186	0.5159179246841975	1.0	0.02
Information processing#Genetics#DNA repair/ recombination	11	1395	71	8186	0.684537224561221	1.0	-0.17
Information processing#Genetics#DNA repair/ recombination/ based on similarity	2	1395	17	8186	0.8127518186567517	1.0	-0.62
Information processing#Genetics#DNA restriction/ modification	1	1395	7	8186	0.7297255849267142	1.0	-0.30
Information processing#Genetics#Genetic competence	4	1395	57	8186	0.9922405302049105	1.0	-1.45
Information processing#Genetics#Genetics/ other/ based on similarity	1	1395	9	8186	0.814063231855237	1.0	-0.72
Information processing#Genetics#Newly identified competence genes	2	1395	25	8186	0.9427983575658504	1.0	-1.24
Information processing#Protein synthesis, modification and degradation#Chaperone/ protein folding/ based on similarity	1	1395	3	8186	0.42910890512082844	1.0	1.28
Information processing#Protein synthesis, modification and degradation#Protein modification	6	1395	99	8186	0.9996997048503186	1.0	-1.68
Information processing#Protein synthesis, modification and degradation#Protein secretion	8	1395	48	8186	0.5875254581467351	1.0	-0.04
Information processing#Protein synthesis, modification and degradation#Translation	4	1395	207	8186	1.0	1.0	-3.42
Information processing#RNA synthesis and degradation#RNases	1	1395	23	8186	0.9864773142433811	1.0	-2.18
Information processing#RNA synthesis and degradation#Transcription	6	1395	34	8186	0.533312689834603	1.0	0.06
Information processing#Regulation of gene expression#Quorum sensing	1	1395	22	8186	0.9836904703034401	1.0	-2.11
Information processing#Regulation of gene expression#Transcription factors and their control	36	1395	355	8186	0.9999351114183314	1.0	-0.90
Information processing#Regulation of gene expression#phosphorelay	2	1395	44	8186	0.9973470563789059	1.0	-2.12
Information processing#Targets of second messengers#Targets of c-di-AMP	1	1395	9	8186	0.814063231855237	1.0	-0.72
Lifestyles#Coping with stress#Biosynthesis of antibacterial compounds	5	1395	51	8186	0.9502390700635657	1.0	-0.92
Lifestyles#Coping with stress#Cell envelope stress proteins (controlled by SigM, V, W, X, Y)	8	1395	131	8186	0.9999507602434311	1.0	-1.68
Lifestyles#Coping with stress#General stress proteins (controlled by SigB)	19	1395	159	8186	0.9709436540847335	1.0	-0.61
Lifestyles#Coping with stress#Resistance against other toxic compounds (nitric oxide, phenolic acids, flavonoids, oxalate)	2	1395	18	8186	0.837604725427744	1.0	-0.72
Lifestyles#Coping with stress#Resistance against oxidative and electrophile stress	10	1395	100	8186	0.9835590591525678	1.0	-0.90
Lifestyles#Coping with stress#Resistance against toxic metals	1	1395	16	8186	0.9498255939126079	1.0	-1.63
Lifestyles#Coping with stress#Resistance against toxic metals/ based on similarity	1	1395	6	8186	0.6741570058543984	1.0	-0.04
Lifestyles#Coping with stress#Resistance against toxins/ antibiotics	4	1395	58	8186	0.9932523647921241	1.0	-1.48
Lifestyles#Coping with stress#Resistance against toxins/ antibiotics/ based on similarity	4	1395	42	8186	0.9435638584720762	1.0	-0.97
Lifestyles#Exponential and early post-exponential lifestyles#Biofilm formation	3	1395	70	8186	0.9997650237216194	1.0	-2.21
Lifestyles#Exponential and early post-exponential lifestyles#Genetic competence	4	1395	57	8186	0.9922405302049105	1.0	-1.45
Lifestyles#Sporulation#phosphorelay	2	1395	44	8186	0.9973470563789059	1.0	-2.12
Metabolism#Additional metabolic pathways#Biosynthesis of cell wall components	14	1395	74	8186	0.379423676935727	1.0	0.19
Metabolism#Additional metabolic pathways#Biosynthesis of cofactors	9	1395	116	8186	0.9988969198367339	1.0	-1.30
Metabolism#Additional metabolic pathways#Iron metabolism	2	1395	53	8186	0.9994209250808226	1.0	-2.40
Metabolism#Additional metabolic pathways#Sulfur metabolism	3	1395	30	8186	0.9065002771578394	1.0	-0.89
Metabolism#Amino acid/ nitrogen metabolism#Biosynthesis/ acquisition of amino acids	14	1395	158	8186	0.9989912394541182	1.0	-1.10
Metabolism#Amino acid/ nitrogen metabolism#Utilization of nitrogen sources other than amino acids	6	1395	54	8186	0.9172999842595964	1.0	-0.72
Metabolism#Carbon metabolism#Carbon core metabolism	4	1395	53	8186	0.9865416649133184	1.0	-1.34
Metabolism#Carbon metabolism#Utilization of specific carbon sources	27	1395	240	8186	0.9956735798164935	1.0	-0.71
Metabolism#Electron transport and ATP synthesis#Electron transport/ other	2	1395	18	8186	0.837604725427744	1.0	-0.72
Metabolism#Electron transport and ATP synthesis#Electron transport/ other/ based on similarity	2	1395	18	8186	0.837604725427744	1.0	-0.72
Metabolism#Lipid metabolism#Biosynthesis of lipids	4	1395	47	8186	0.9700977831648356	1.0	-1.15
Metabolism#Lipid metabolism#Utilization of lipids	5	1395	32	8186	0.6571823175734843	1.0	-0.15
Metabolism#Nucleotide metabolism#Biosynthesis/ acquisition of nucleotides	12	1395	65	8186	0.43040887215132484	1.0	0.14
Metabolism#Nucleotide metabolism#Metabolism of signalling nucleotides	1	1395	17	8186	0.9583927048712335	1.0	-1.72
Metabolism#Nucleotide metabolism#Utilization of nucleotides	1	1395	21	8186	0.9803297917412234	1.0	-2.04
Prophages and mobile genetic elements#Prophages#PBSX prophage	1	1395	41	8186	0.9995382866065977	1.0	-3.05
Prophages and mobile genetic elements#Prophages#SP-beta prophage	18	1395	181	8186	0.9976923938918028	1.0	-0.91
no_annotation	22	1395	151	8186	0.8216441944423695	1.0	-0.27

7D	quant	sample	hit	total	p_value	p_adj	log_odds
Lifestyles#Sporulation#Sporulation proteins	403	1636	541	8186	4.360294622537296e-180	2.2608127617855878e-177	3.92
Lifestyles#Sporulation#Germination	34	1636	40	8186	1.3687426067443734e-18	8.871163019961969e-17	4.53
Metabolism#Carbon metabolism#Utilization of specific carbon sources	75	1636	240	8186	1.8172149232294512e-05	0.0004225405334221155	0.89
Metabolism#Amino acid/ nitrogen metabolism#Utilization of amino acids	30	1636	75	8186	5.117455461584666e-05	0.001040549277188882	1.43
Cellular processes#Cell envelope and cell division#Cell wall/ other	11	1636	21	8186	0.0009479769649328811	0.013284488008586457	2.15
Information processing#Regulation of gene expression#Sigma factors and their control	22	1636	67	8186	0.008936456492890505	0.08058352507067351	0.98
Groups of genes#Efp-dependent proteins	13	1636	34	8186	0.01065096362891386	0.09127862319757431	1.32
Metabolism#Additional metabolic pathways#Phosphate metabolism	8	1636	17	8186	0.010808171836403039	0.09127862319757431	1.84
