gene_id	PS
pgi|0000000000535026563|ti|535026|pi|0|	1
pgi|0000000005350264165|ti|535026|pi|0|	1
pgi|0000000005350264098|ti|535026|pi|0|	1
pgi|0000000005350262330|ti|535026|pi|0|	1
pgi|0000000005350263453|ti|535026|pi|0|	1
pgi|0000000005350262784|ti|535026|pi|0|	1
pgi|0000000005350263010|ti|535026|pi|0|	1
pgi|0000000005350264024|ti|535026|pi|0|	1
pgi|0000000005350261215|ti|535026|pi|0|	1
pgi|0000000000535026875|ti|535026|pi|0|	1
pgi|0000000005350262730|ti|535026|pi|0|	1
pgi|0000000005350261429|ti|535026|pi|0|	1
pgi|0000000000535026428|ti|535026|pi|0|	1
pgi|0000000005350263216|ti|535026|pi|0|	1
pgi|0000000005350263100|ti|535026|pi|0|	1
pgi|0000000005350264003|ti|535026|pi|0|	1
pgi|0000000005350262983|ti|535026|pi|0|	1
pgi|0000000005350263057|ti|535026|pi|0|	1
pgi|0000000005350262384|ti|535026|pi|0|	1
pgi|0000000005350261078|ti|535026|pi|0|	1
pgi|0000000000535026532|ti|535026|pi|0|	1
pgi|0000000005350264035|ti|535026|pi|0|	1
pgi|0000000005350261631|ti|535026|pi|0|	1
pgi|0000000005350263898|ti|535026|pi|0|	1
pgi|0000000000535026916|ti|535026|pi|0|	1
pgi|0000000005350261114|ti|535026|pi|0|	1
pgi|0000000005350264205|ti|535026|pi|0|	1
pgi|0000000005350261338|ti|535026|pi|0|	1
pgi|0000000005350263249|ti|535026|pi|0|	1
pgi|0000000005350261918|ti|535026|pi|0|	1
pgi|0000000000535026113|ti|535026|pi|0|	1
pgi|0000000000535026824|ti|535026|pi|0|	1
pgi|0000000005350261716|ti|535026|pi|0|	1
pgi|0000000005350263613|ti|535026|pi|0|	1
pgi|0000000005350263293|ti|535026|pi|0|	1
pgi|0000000005350262518|ti|535026|pi|0|	1
pgi|0000000005350261923|ti|535026|pi|0|	1
pgi|0000000000535026560|ti|535026|pi|0|	1
pgi|0000000005350263233|ti|535026|pi|0|	1
pgi|0000000005350261694|ti|535026|pi|0|	1
pgi|0000000005350263068|ti|535026|pi|0|	1
pgi|0000000005350263462|ti|535026|pi|0|	1
pgi|0000000005350264145|ti|535026|pi|0|	1
pgi|0000000005350262651|ti|535026|pi|0|	1
pgi|0000000005350261200|ti|535026|pi|0|	1
pgi|0000000005350262879|ti|535026|pi|0|	1
pgi|0000000005350262637|ti|535026|pi|0|	1
pgi|0000000005350263107|ti|535026|pi|0|	1
pgi|0000000005350263108|ti|535026|pi|0|	1
pgi|0000000005350261545|ti|535026|pi|0|	1
pgi|0000000005350262274|ti|535026|pi|0|	1
pgi|0000000005350263731|ti|535026|pi|0|	1
pgi|0000000000535026815|ti|535026|pi|0|	1
pgi|0000000005350264055|ti|535026|pi|0|	1
pgi|0000000005350264121|ti|535026|pi|0|	1
pgi|0000000000535026290|ti|535026|pi|0|	1
pgi|0000000005350261285|ti|535026|pi|0|	1
pgi|0000000005350262949|ti|535026|pi|0|	1
pgi|0000000000535026331|ti|535026|pi|0|	1
pgi|0000000000535026814|ti|535026|pi|0|	1
pgi|0000000000535026839|ti|535026|pi|0|	1
pgi|0000000005350263168|ti|535026|pi|0|	1
pgi|0000000000535026796|ti|535026|pi|0|	1
pgi|0000000005350263608|ti|535026|pi|0|	1
pgi|0000000005350262234|ti|535026|pi|0|	1
pgi|0000000005350261418|ti|535026|pi|0|	1
pgi|0000000005350261123|ti|535026|pi|0|	1
pgi|0000000005350261276|ti|535026|pi|0|	1
pgi|0000000005350263340|ti|535026|pi|0|	1
pgi|0000000005350263349|ti|535026|pi|0|	1
pgi|0000000005350263111|ti|535026|pi|0|	1
pgi|0000000005350263522|ti|535026|pi|0|	1
pgi|0000000005350262226|ti|535026|pi|0|	1
pgi|0000000005350264060|ti|535026|pi|0|	1
pgi|0000000005350262382|ti|535026|pi|0|	1
pgi|0000000005350261072|ti|535026|pi|0|	1
pgi|0000000005350261382|ti|535026|pi|0|	1
pgi|0000000005350262673|ti|535026|pi|0|	1
pgi|0000000005350261209|ti|535026|pi|0|	1
pgi|0000000005350261672|ti|535026|pi|0|	1
pgi|0000000005350263509|ti|535026|pi|0|	1
pgi|0000000000535026443|ti|535026|pi|0|	1
pgi|0000000005350262935|ti|535026|pi|0|	1
pgi|0000000005350262992|ti|535026|pi|0|	1
pgi|0000000005350262235|ti|535026|pi|0|	1
pgi|0000000005350261802|ti|535026|pi|0|	1
pgi|0000000005350263241|ti|535026|pi|0|	1
pgi|0000000005350261165|ti|535026|pi|0|	1
pgi|0000000005350262701|ti|535026|pi|0|	1
pgi|0000000005350261899|ti|535026|pi|0|	1
pgi|0000000005350262760|ti|535026|pi|0|	1
pgi|0000000005350263219|ti|535026|pi|0|	1
pgi|0000000005350263843|ti|535026|pi|0|	1
pgi|0000000005350263115|ti|535026|pi|0|	1
pgi|0000000005350263395|ti|535026|pi|0|	1
pgi|0000000005350262171|ti|535026|pi|0|	1
pgi|0000000005350262729|ti|535026|pi|0|	1
pgi|0000000005350261102|ti|535026|pi|0|	1
pgi|0000000005350263536|ti|535026|pi|0|	1
pgi|0000000005350261012|ti|535026|pi|0|	1
pgi|0000000005350262303|ti|535026|pi|0|	1
pgi|0000000005350261534|ti|535026|pi|0|	1
pgi|0000000005350262399|ti|535026|pi|0|	1
pgi|0000000005350261439|ti|535026|pi|0|	1
pgi|0000000000535026732|ti|535026|pi|0|	1
pgi|0000000005350261607|ti|535026|pi|0|	1
pgi|0000000000005350262|ti|535026|pi|0|	1
pgi|0000000000535026266|ti|535026|pi|0|	1
pgi|0000000005350262459|ti|535026|pi|0|	1
pgi|0000000000535026605|ti|535026|pi|0|	1
pgi|0000000005350262540|ti|535026|pi|0|	1
pgi|0000000000535026687|ti|535026|pi|0|	1
pgi|0000000005350261526|ti|535026|pi|0|	1
pgi|0000000005350262130|ti|535026|pi|0|	1
pgi|0000000005350261369|ti|535026|pi|0|	1
pgi|0000000005350262248|ti|535026|pi|0|	1
pgi|0000000005350261483|ti|535026|pi|0|	1
pgi|0000000005350263552|ti|535026|pi|0|	1
pgi|0000000000053502651|ti|535026|pi|0|	1
pgi|0000000005350262475|ti|535026|pi|0|	1
pgi|0000000000535026448|ti|535026|pi|0|	1
pgi|0000000005350261017|ti|535026|pi|0|	1
pgi|0000000005350262755|ti|535026|pi|0|	1
pgi|0000000005350262268|ti|535026|pi|0|	1
pgi|0000000005350262449|ti|535026|pi|0|	1
pgi|0000000005350262255|ti|535026|pi|0|	1
pgi|0000000000535026584|ti|535026|pi|0|	1
pgi|0000000005350263277|ti|535026|pi|0|	1
pgi|0000000000535026984|ti|535026|pi|0|	1
pgi|0000000000535026897|ti|535026|pi|0|	1
pgi|0000000005350263320|ti|535026|pi|0|	1
pgi|0000000005350263512|ti|535026|pi|0|	1
pgi|0000000005350261035|ti|535026|pi|0|	1
pgi|0000000005350261617|ti|535026|pi|0|	1
pgi|0000000005350263961|ti|535026|pi|0|	1
pgi|0000000000535026154|ti|535026|pi|0|	1
pgi|0000000005350262424|ti|535026|pi|0|	1
pgi|0000000005350263434|ti|535026|pi|0|	1
pgi|0000000005350264084|ti|535026|pi|0|	1
pgi|0000000005350263252|ti|535026|pi|0|	1
pgi|0000000005350262678|ti|535026|pi|0|	1
pgi|0000000005350261103|ti|535026|pi|0|	1
pgi|0000000005350262281|ti|535026|pi|0|	1
pgi|0000000000535026794|ti|535026|pi|0|	1
pgi|0000000005350263848|ti|535026|pi|0|	1
pgi|0000000005350262167|ti|535026|pi|0|	1
pgi|0000000000535026580|ti|535026|pi|0|	1
pgi|0000000005350263178|ti|535026|pi|0|	1
pgi|0000000005350263198|ti|535026|pi|0|	1
pgi|0000000005350262341|ti|535026|pi|0|	1
pgi|0000000000535026785|ti|535026|pi|0|	1
pgi|0000000005350263127|ti|535026|pi|0|	1
pgi|0000000005350261105|ti|535026|pi|0|	1
pgi|0000000005350261065|ti|535026|pi|0|	1
pgi|0000000000535026614|ti|535026|pi|0|	1
pgi|0000000005350262644|ti|535026|pi|0|	1
pgi|0000000005350262877|ti|535026|pi|0|	1
pgi|0000000005350263360|ti|535026|pi|0|	1
pgi|0000000000535026795|ti|535026|pi|0|	1
pgi|0000000005350261320|ti|535026|pi|0|	1
pgi|0000000000053502666|ti|535026|pi|0|	1
pgi|0000000005350263391|ti|535026|pi|0|	1
pgi|0000000005350262996|ti|535026|pi|0|	1
pgi|0000000005350261832|ti|535026|pi|0|	1
pgi|0000000005350261066|ti|535026|pi|0|	1
pgi|0000000005350262203|ti|535026|pi|0|	1
pgi|0000000005350263067|ti|535026|pi|0|	1
pgi|0000000000535026460|ti|535026|pi|0|	1
pgi|0000000005350261212|ti|535026|pi|0|	1
pgi|0000000005350262365|ti|535026|pi|0|	1
pgi|0000000005350261408|ti|535026|pi|0|	1
pgi|0000000005350264089|ti|535026|pi|0|	1
pgi|0000000000535026926|ti|535026|pi|0|	1
pgi|0000000000053502673|ti|535026|pi|0|	1
pgi|0000000000535026321|ti|535026|pi|0|	1
pgi|0000000005350262472|ti|535026|pi|0|	1
pgi|0000000005350262471|ti|535026|pi|0|	1
pgi|0000000005350261007|ti|535026|pi|0|	1
pgi|0000000005350261840|ti|535026|pi|0|	1
pgi|0000000005350262952|ti|535026|pi|0|	1
pgi|0000000005350263008|ti|535026|pi|0|	1
pgi|0000000005350261272|ti|535026|pi|0|	1
pgi|0000000005350261014|ti|535026|pi|0|	1
pgi|0000000005350261566|ti|535026|pi|0|	1
pgi|0000000005350261819|ti|535026|pi|0|	1
pgi|0000000000535026892|ti|535026|pi|0|	1
pgi|0000000000535026230|ti|535026|pi|0|	1
pgi|0000000000053502631|ti|535026|pi|0|	1
pgi|0000000000535026845|ti|535026|pi|0|	1
pgi|0000000005350261038|ti|535026|pi|0|	1
pgi|0000000000535026487|ti|535026|pi|0|	1
pgi|0000000005350263556|ti|535026|pi|0|	1
pgi|0000000005350263086|ti|535026|pi|0|	1
pgi|0000000005350262790|ti|535026|pi|0|	1
pgi|0000000005350262385|ti|535026|pi|0|	1
pgi|0000000005350261440|ti|535026|pi|0|	1
pgi|0000000000535026255|ti|535026|pi|0|	1
pgi|0000000005350262829|ti|535026|pi|0|	1
pgi|0000000005350263926|ti|535026|pi|0|	1
pgi|0000000005350263431|ti|535026|pi|0|	1
pgi|0000000005350261497|ti|535026|pi|0|	1
pgi|0000000005350262986|ti|535026|pi|0|	1
pgi|0000000000535026702|ti|535026|pi|0|	1
pgi|0000000005350261521|ti|535026|pi|0|	1
pgi|0000000000535026440|ti|535026|pi|0|	1
pgi|0000000005350261277|ti|535026|pi|0|	1
pgi|0000000005350261124|ti|535026|pi|0|	1
pgi|0000000005350262972|ti|535026|pi|0|	1
pgi|0000000005350264220|ti|535026|pi|0|	1
pgi|0000000005350261793|ti|535026|pi|0|	1
pgi|0000000005350263523|ti|535026|pi|0|	1
pgi|0000000005350263529|ti|535026|pi|0|	1
pgi|0000000005350261704|ti|535026|pi|0|	1
pgi|0000000005350263442|ti|535026|pi|0|	1
pgi|0000000005350262702|ti|535026|pi|0|	1
pgi|0000000005350261300|ti|535026|pi|0|	1
pgi|0000000005350263128|ti|535026|pi|0|	1
pgi|0000000005350261645|ti|535026|pi|0|	1
pgi|0000000005350261565|ti|535026|pi|0|	1
pgi|0000000000535026242|ti|535026|pi|0|	1
pgi|0000000005350263058|ti|535026|pi|0|	1
pgi|0000000005350263426|ti|535026|pi|0|	1
pgi|0000000005350261224|ti|535026|pi|0|	1
pgi|0000000005350262564|ti|535026|pi|0|	1
pgi|0000000005350261580|ti|535026|pi|0|	1
pgi|0000000005350261119|ti|535026|pi|0|	1
pgi|0000000005350262502|ti|535026|pi|0|	1
pgi|0000000000535026238|ti|535026|pi|0|	1
pgi|0000000005350262852|ti|535026|pi|0|	1
pgi|0000000000535026788|ti|535026|pi|0|	1
pgi|0000000005350262901|ti|535026|pi|0|	1
pgi|0000000000535026274|ti|535026|pi|0|	1
pgi|0000000000535026254|ti|535026|pi|0|	1
pgi|0000000000535026817|ti|535026|pi|0|	1
pgi|0000000005350263939|ti|535026|pi|0|	1
pgi|0000000005350262998|ti|535026|pi|0|	1
pgi|0000000005350263260|ti|535026|pi|0|	1
pgi|0000000005350263296|ti|535026|pi|0|	1
pgi|0000000000535026738|ti|535026|pi|0|	1
pgi|0000000005350262257|ti|535026|pi|0|	1
pgi|0000000005350263218|ti|535026|pi|0|	1
pgi|0000000000535026689|ti|535026|pi|0|	1
pgi|0000000005350261420|ti|535026|pi|0|	1
pgi|0000000005350263222|ti|535026|pi|0|	1
pgi|0000000005350261524|ti|535026|pi|0|	1
pgi|0000000005350262346|ti|535026|pi|0|	1
pgi|0000000005350262910|ti|535026|pi|0|	1
pgi|0000000005350263909|ti|535026|pi|0|	1
pgi|0000000000535026352|ti|535026|pi|0|	1
pgi|0000000005350262719|ti|535026|pi|0|	1
pgi|0000000005350262377|ti|535026|pi|0|	1
pgi|0000000005350262279|ti|535026|pi|0|	1
pgi|0000000000535026171|ti|535026|pi|0|	1
pgi|0000000005350263050|ti|535026|pi|0|	1
pgi|0000000005350261120|ti|535026|pi|0|	1
pgi|0000000000535026180|ti|535026|pi|0|	1
pgi|0000000000535026905|ti|535026|pi|0|	1
pgi|0000000005350263373|ti|535026|pi|0|	1
pgi|0000000005350263221|ti|535026|pi|0|	1
pgi|0000000000535026703|ti|535026|pi|0|	1
pgi|0000000005350264196|ti|535026|pi|0|	1
pgi|0000000000535026970|ti|535026|pi|0|	1
pgi|0000000000535026409|ti|535026|pi|0|	1
pgi|0000000000535026963|ti|535026|pi|0|	1
pgi|0000000005350262231|ti|535026|pi|0|	1
pgi|0000000005350261025|ti|535026|pi|0|	1
pgi|0000000005350261281|ti|535026|pi|0|	1
pgi|0000000005350264118|ti|535026|pi|0|	1
pgi|0000000005350262395|ti|535026|pi|0|	1
pgi|0000000000535026210|ti|535026|pi|0|	1
pgi|0000000005350264106|ti|535026|pi|0|	1
pgi|0000000005350261616|ti|535026|pi|0|	1
pgi|0000000000535026690|ti|535026|pi|0|	1
pgi|0000000005350262151|ti|535026|pi|0|	1
pgi|0000000005350261734|ti|535026|pi|0|	1
pgi|0000000005350261264|ti|535026|pi|0|	1
pgi|0000000000535026369|ti|535026|pi|0|	1
pgi|0000000005350263828|ti|535026|pi|0|	1
pgi|0000000000535026929|ti|535026|pi|0|	1
pgi|0000000000535026412|ti|535026|pi|0|	1
pgi|0000000005350261022|ti|535026|pi|0|	1
pgi|0000000005350261625|ti|535026|pi|0|	1
pgi|0000000000053502676|ti|535026|pi|0|	1
pgi|0000000000535026146|ti|535026|pi|0|	1
pgi|0000000005350263593|ti|535026|pi|0|	1
pgi|0000000005350263553|ti|535026|pi|0|	1
pgi|0000000000535026724|ti|535026|pi|0|	1
pgi|0000000005350263014|ti|535026|pi|0|	1
pgi|0000000000535026333|ti|535026|pi|0|	1
pgi|0000000005350263945|ti|535026|pi|0|	1
pgi|0000000005350261141|ti|535026|pi|0|	1
pgi|0000000005350263599|ti|535026|pi|0|	1
pgi|0000000005350263183|ti|535026|pi|0|	1
pgi|0000000005350262300|ti|535026|pi|0|	1
pgi|0000000005350262880|ti|535026|pi|0|	1
pgi|0000000005350263307|ti|535026|pi|0|	1
pgi|0000000005350261682|ti|535026|pi|0|	1
pgi|0000000005350261901|ti|535026|pi|0|	1
pgi|0000000000053502677|ti|535026|pi|0|	1
pgi|0000000005350261177|ti|535026|pi|0|	1
pgi|0000000005350263264|ti|535026|pi|0|	1
pgi|0000000005350263744|ti|535026|pi|0|	1
pgi|0000000005350263378|ti|535026|pi|0|	1
pgi|0000000005350263422|ti|535026|pi|0|	1
pgi|0000000005350263433|ti|535026|pi|0|	1
pgi|0000000005350263925|ti|535026|pi|0|	1
pgi|0000000005350263007|ti|535026|pi|0|	1
pgi|0000000000535026948|ti|535026|pi|0|	1
pgi|0000000005350261926|ti|535026|pi|0|	1
pgi|0000000005350261417|ti|535026|pi|0|	1
pgi|0000000005350263294|ti|535026|pi|0|	1
pgi|0000000005350262851|ti|535026|pi|0|	1
pgi|0000000005350262775|ti|535026|pi|0|	1
pgi|0000000005350262539|ti|535026|pi|0|	1
pgi|0000000005350264237|ti|535026|pi|0|	1
pgi|0000000005350263045|ti|535026|pi|0|	1
pgi|0000000005350264034|ti|535026|pi|0|	1
pgi|0000000005350262400|ti|535026|pi|0|	1
pgi|0000000005350261214|ti|535026|pi|0|	1
pgi|0000000005350262383|ti|535026|pi|0|	1
pgi|0000000005350261301|ti|535026|pi|0|	1
pgi|0000000000535026378|ti|535026|pi|0|	1
pgi|0000000005350263460|ti|535026|pi|0|	1
pgi|0000000005350263417|ti|535026|pi|0|	1
pgi|0000000005350262720|ti|535026|pi|0|	1
pgi|0000000005350263288|ti|535026|pi|0|	1
pgi|0000000000535026457|ti|535026|pi|0|	1
pgi|0000000005350263003|ti|535026|pi|0|	1
pgi|0000000000535026387|ti|535026|pi|0|	1
pgi|0000000005350263791|ti|535026|pi|0|	1
pgi|0000000000535026354|ti|535026|pi|0|	1
pgi|0000000005350261448|ti|535026|pi|0|	1
pgi|0000000005350264204|ti|535026|pi|0|	1
pgi|0000000005350263235|ti|535026|pi|0|	1
pgi|0000000005350261403|ti|535026|pi|0|	1
pgi|0000000000535026986|ti|535026|pi|0|	1
pgi|0000000005350261149|ti|535026|pi|0|	1
pgi|0000000000535026968|ti|535026|pi|0|	1
pgi|0000000005350261094|ti|535026|pi|0|	1
pgi|0000000000535026147|ti|535026|pi|0|	1
pgi|0000000005350263458|ti|535026|pi|0|	1
pgi|0000000005350263588|ti|535026|pi|0|	1
pgi|0000000005350263621|ti|535026|pi|0|	1
pgi|0000000005350263859|ti|535026|pi|0|	1
pgi|0000000005350261380|ti|535026|pi|0|	1
pgi|0000000005350263730|ti|535026|pi|0|	1
pgi|0000000005350263286|ti|535026|pi|0|	1
pgi|0000000005350263326|ti|535026|pi|0|	1
pgi|0000000005350262994|ti|535026|pi|0|	1
pgi|0000000005350263400|ti|535026|pi|0|	1
pgi|0000000005350261797|ti|535026|pi|0|	1
pgi|0000000005350263029|ti|535026|pi|0|	1
pgi|0000000005350264065|ti|535026|pi|0|	1
pgi|0000000005350261482|ti|535026|pi|0|	1
pgi|0000000000535026279|ti|535026|pi|0|	1
pgi|0000000005350261150|ti|535026|pi|0|	1
pgi|0000000005350263587|ti|535026|pi|0|	1
pgi|0000000005350263399|ti|535026|pi|0|	1
pgi|0000000005350262918|ti|535026|pi|0|	1
pgi|0000000005350261528|ti|535026|pi|0|	1
pgi|0000000005350262731|ti|535026|pi|0|	1
pgi|0000000005350262455|ti|535026|pi|0|	1
pgi|0000000005350261551|ti|535026|pi|0|	1
pgi|0000000000535026908|ti|535026|pi|0|	1
pgi|0000000005350263816|ti|535026|pi|0|	1
pgi|0000000005350262379|ti|535026|pi|0|	1
pgi|0000000005350261388|ti|535026|pi|0|	1
pgi|0000000005350261712|ti|535026|pi|0|	1
pgi|0000000005350263734|ti|535026|pi|0|	1
pgi|0000000005350263927|ti|535026|pi|0|	1
pgi|0000000005350262252|ti|535026|pi|0|	1
pgi|0000000000535026715|ti|535026|pi|0|	1
pgi|0000000000535026157|ti|535026|pi|0|	1
pgi|0000000005350262205|ti|535026|pi|0|	1
pgi|0000000005350261660|ti|535026|pi|0|	1
pgi|0000000000535026400|ti|535026|pi|0|	1
pgi|0000000005350261198|ti|535026|pi|0|	1
pgi|0000000005350263513|ti|535026|pi|0|	1
pgi|0000000005350261205|ti|535026|pi|0|	1
pgi|0000000005350262260|ti|535026|pi|0|	1
pgi|0000000005350261826|ti|535026|pi|0|	1
pgi|0000000000535026137|ti|535026|pi|0|	1
pgi|0000000005350262296|ti|535026|pi|0|	1
pgi|0000000005350261357|ti|535026|pi|0|	1
pgi|0000000005350262544|ti|535026|pi|0|	1
pgi|0000000000535026850|ti|535026|pi|0|	1
pgi|0000000005350262275|ti|535026|pi|0|	1
pgi|0000000000535026758|ti|535026|pi|0|	1
pgi|0000000000535026272|ti|535026|pi|0|	1
pgi|0000000005350263009|ti|535026|pi|0|	1
pgi|0000000005350263486|ti|535026|pi|0|	1
pgi|0000000000535026770|ti|535026|pi|0|	1
pgi|0000000005350261767|ti|535026|pi|0|	1
pgi|0000000005350262396|ti|535026|pi|0|	1
pgi|0000000005350264178|ti|535026|pi|0|	1
pgi|0000000005350261399|ti|535026|pi|0|	1
pgi|0000000005350264117|ti|535026|pi|0|	1
pgi|0000000000535026891|ti|535026|pi|0|	1
pgi|0000000005350263021|ti|535026|pi|0|	1
pgi|0000000000535026403|ti|535026|pi|0|	1
pgi|0000000000535026944|ti|535026|pi|0|	1
pgi|0000000005350263464|ti|535026|pi|0|	1
pgi|0000000005350262868|ti|535026|pi|0|	1
pgi|0000000005350262886|ti|535026|pi|0|	1
pgi|0000000005350262912|ti|535026|pi|0|	1
pgi|0000000005350262978|ti|535026|pi|0|	1
pgi|0000000005350263702|ti|535026|pi|0|	1
pgi|0000000000535026234|ti|535026|pi|0|	1
pgi|0000000000535026282|ti|535026|pi|0|	1
pgi|0000000000535026248|ti|535026|pi|0|	1
pgi|0000000005350263435|ti|535026|pi|0|	1
pgi|0000000005350261554|ti|535026|pi|0|	1
pgi|0000000005350262721|ti|535026|pi|0|	1
pgi|0000000005350262976|ti|535026|pi|0|	1
pgi|0000000005350263418|ti|535026|pi|0|	1
pgi|0000000000535026332|ti|535026|pi|0|	1
pgi|0000000005350263124|ti|535026|pi|0|	1
pgi|0000000000535026353|ti|535026|pi|0|	1
pgi|0000000005350262727|ti|535026|pi|0|	1
pgi|0000000000535026271|ti|535026|pi|0|	1
pgi|0000000005350263011|ti|535026|pi|0|	1
pgi|0000000000535026816|ti|535026|pi|0|	1
pgi|0000000005350262620|ti|535026|pi|0|	1
pgi|0000000000535026253|ti|535026|pi|0|	1
pgi|0000000005350263306|ti|535026|pi|0|	1
pgi|0000000005350263508|ti|535026|pi|0|	1
pgi|0000000000535026582|ti|535026|pi|0|	1
pgi|0000000005350263790|ti|535026|pi|0|	1
pgi|0000000005350261306|ti|535026|pi|0|	1
pgi|0000000000535026562|ti|535026|pi|0|	1
pgi|0000000000535026367|ti|535026|pi|0|	1
pgi|0000000000535026437|ti|535026|pi|0|	1
pgi|0000000000535026748|ti|535026|pi|0|	1
pgi|0000000005350263267|ti|535026|pi|0|	1
pgi|0000000005350263903|ti|535026|pi|0|	1
pgi|0000000005350263175|ti|535026|pi|0|	1
pgi|0000000005350263389|ti|535026|pi|0|	1
pgi|0000000005350262378|ti|535026|pi|0|	1
pgi|0000000005350262164|ti|535026|pi|0|	1
pgi|0000000000535026884|ti|535026|pi|0|	1
pgi|0000000000535026754|ti|535026|pi|0|	1
pgi|0000000005350261008|ti|535026|pi|0|	1
pgi|0000000000535026136|ti|535026|pi|0|	1
pgi|0000000005350262712|ti|535026|pi|0|	1
pgi|0000000005350263716|ti|535026|pi|0|	1
pgi|0000000005350263517|ti|535026|pi|0|	1
pgi|0000000005350263853|ti|535026|pi|0|	1
pgi|0000000005350264031|ti|535026|pi|0|	1
pgi|0000000005350263388|ti|535026|pi|0|	1
pgi|0000000000535026917|ti|535026|pi|0|	1
pgi|0000000005350262948|ti|535026|pi|0|	1
pgi|0000000000535026285|ti|535026|pi|0|	1
pgi|0000000000535026286|ti|535026|pi|0|	1
pgi|0000000000535026533|ti|535026|pi|0|	1
pgi|0000000005350261864|ti|535026|pi|0|	1
pgi|0000000000535026181|ti|535026|pi|0|	1
pgi|0000000005350263276|ti|535026|pi|0|	1
pgi|0000000005350264053|ti|535026|pi|0|	1
pgi|0000000005350263147|ti|535026|pi|0|	1
pgi|0000000005350263979|ti|535026|pi|0|	1
pgi|0000000005350261364|ti|535026|pi|0|	1
pgi|0000000005350261620|ti|535026|pi|0|	1
pgi|0000000005350262397|ti|535026|pi|0|	1
pgi|0000000000053502675|ti|535026|pi|0|	1
pgi|0000000005350263371|ti|535026|pi|0|	1
pgi|0000000005350261900|ti|535026|pi|0|	1
pgi|0000000005350263170|ti|535026|pi|0|	1
pgi|0000000000535026938|ti|535026|pi|0|	1
pgi|0000000000535026452|ti|535026|pi|0|	1
pgi|0000000005350262628|ti|535026|pi|0|	1
pgi|0000000005350262258|ti|535026|pi|0|	1
pgi|0000000005350262652|ti|535026|pi|0|	1
pgi|0000000005350263457|ti|535026|pi|0|	1
pgi|0000000005350264161|ti|535026|pi|0|	1
pgi|0000000005350262765|ti|535026|pi|0|	1
pgi|0000000005350262299|ti|535026|pi|0|	1
pgi|0000000000053502679|ti|535026|pi|0|	1
pgi|0000000005350262179|ti|535026|pi|0|	1
pgi|0000000005350262375|ti|535026|pi|0|	1
pgi|0000000000535026857|ti|535026|pi|0|	1
pgi|0000000005350261774|ti|535026|pi|0|	1
pgi|0000000005350262170|ti|535026|pi|0|	1
pgi|0000000005350262413|ti|535026|pi|0|	1
pgi|0000000005350264132|ti|535026|pi|0|	1
pgi|0000000005350263534|ti|535026|pi|0|	1
pgi|0000000005350261335|ti|535026|pi|0|	1
pgi|0000000005350261366|ti|535026|pi|0|	1
pgi|0000000005350262629|ti|535026|pi|0|	1
pgi|0000000005350262928|ti|535026|pi|0|	1
pgi|0000000000053502663|ti|535026|pi|0|	1
pgi|0000000005350261619|ti|535026|pi|0|	1
pgi|0000000000535026459|ti|535026|pi|0|	1
pgi|0000000005350264303|ti|535026|pi|0|	1
pgi|0000000005350262319|ti|535026|pi|0|	1
pgi|0000000000535026393|ti|535026|pi|0|	1
pgi|0000000000535026907|ti|535026|pi|0|	1
pgi|0000000005350262676|ti|535026|pi|0|	1
pgi|0000000005350264048|ti|535026|pi|0|	1
pgi|0000000000535026727|ti|535026|pi|0|	1
pgi|0000000005350263015|ti|535026|pi|0|	1
pgi|0000000005350261608|ti|535026|pi|0|	1
pgi|0000000005350261768|ti|535026|pi|0|	1
pgi|0000000005350262503|ti|535026|pi|0|	1
pgi|0000000005350263110|ti|535026|pi|0|	1
pgi|0000000005350263975|ti|535026|pi|0|	1
pgi|0000000005350263974|ti|535026|pi|0|	1
pgi|0000000000535026890|ti|535026|pi|0|	1
pgi|0000000005350263676|ti|535026|pi|0|	1
pgi|0000000005350262827|ti|535026|pi|0|	1
pgi|0000000005350261096|ti|535026|pi|0|	1
pgi|0000000005350261373|ti|535026|pi|0|	1
pgi|0000000005350263438|ti|535026|pi|0|	1
pgi|0000000005350263001|ti|535026|pi|0|	1
pgi|0000000005350262818|ti|535026|pi|0|	1
pgi|0000000005350261799|ti|535026|pi|0|	1
pgi|0000000000535026998|ti|535026|pi|0|	1
pgi|0000000005350262987|ti|535026|pi|0|	1
pgi|0000000000535026692|ti|535026|pi|0|	1
pgi|0000000005350263602|ti|535026|pi|0|	1
pgi|0000000005350261603|ti|535026|pi|0|	1
pgi|0000000005350262921|ti|535026|pi|0|	1
pgi|0000000005350261673|ti|535026|pi|0|	1
pgi|0000000000535026964|ti|535026|pi|0|	1
pgi|0000000005350262515|ti|535026|pi|0|	1
pgi|0000000005350263017|ti|535026|pi|0|	1
pgi|0000000005350263953|ti|535026|pi|0|	1
pgi|0000000005350261677|ti|535026|pi|0|	1
pgi|0000000005350264104|ti|535026|pi|0|	1
pgi|0000000000535026760|ti|535026|pi|0|	1
pgi|0000000005350262460|ti|535026|pi|0|	1
pgi|0000000005350263304|ti|535026|pi|0|	1
pgi|0000000000535026410|ti|535026|pi|0|	1
pgi|0000000005350261337|ti|535026|pi|0|	1
pgi|0000000005350262496|ti|535026|pi|0|	1
pgi|0000000005350261421|ti|535026|pi|0|	1
pgi|0000000005350263519|ti|535026|pi|0|	1
pgi|0000000005350263638|ti|535026|pi|0|	1
pgi|0000000005350263098|ti|535026|pi|0|	1
