protein_id	PS
AQZ91502.1	11
AQZ92520.1	4
AQZ91833.1	1
AQZ91747.1	1
AQZ90748.1	11
AQZ93107.1	1
AQZ89355.1	11
AQZ93236.1	1
AQZ89528.1	5
AQZ89046.1	1
AQZ92505.1	4
AQZ90570.1	2
AQZ91022.1	11
AQZ92748.1	1
AQZ89542.1	11
AQZ91286.1	1
AQZ92215.1	1
AQZ92489.1	1
AQZ92835.1	11
AQZ92961.1	1
AQZ90829.1	1
AQZ92784.1	2
AQZ89964.1	5
AQZ91135.1	5
AQZ91227.1	11
AQZ89795.1	1
AQZ91811.1	1
AQZ89537.1	1
AQZ89060.1	1
AQZ91170.1	1
AQZ89299.1	3
AQZ92676.1	1
AQZ89733.1	1
AQZ89793.1	1
AQZ90347.1	7
AQZ90594.1	1
AQZ89828.1	1
AQZ90025.1	10
AQZ91784.1	1
AQZ89594.1	4
AQZ89322.1	1
AQZ91001.1	12
AQZ90061.1	1
AQZ89180.1	1
AQZ90540.1	1
AQZ92224.1	1
AQZ90758.1	1
AQZ92252.1	1
AQZ89100.1	2
AQZ93091.1	5
AQZ91311.1	1
AQZ89045.1	1
AQZ91991.1	1
AQZ91341.1	5
AQZ92566.1	5
AQZ90467.1	1
AQZ92190.1	4
AQZ90491.1	1
AQZ92517.1	2
AQZ90485.1	2
AQZ89417.2	1
AQZ90803.1	2
AQZ91707.1	1
AQZ92734.1	2
AQZ91779.1	1
AQZ92783.1	1
AQZ89918.1	5
AQZ91521.1	2
AQZ90343.1	1
AQZ91913.1	1
AQZ91713.1	1
AQZ88938.1	4
AQZ91053.1	5
AQZ89081.1	1
AQZ91909.1	1
AQZ89522.1	1
AQZ92539.1	1
AQZ92216.1	21
AQZ93165.1	3
AQZ89551.1	1
AQZ90510.1	2
AQZ89227.1	1
AQZ90655.1	5
AQZ90475.1	1
AQZ91331.1	4
AQZ92249.1	1
AQZ89139.1	1
AQZ91409.1	13
AQZ91720.1	1
AQZ90294.1	1
AQZ91596.1	1
AQZ91737.1	2
AQZ92238.1	2
AQZ91873.1	1
AQZ90512.1	5
AQZ90320.1	1
AQZ92806.1	9
AQZ89212.1	1
AQZ90273.1	1
AQZ92218.1	2
AQZ91416.1	4
AQZ92894.1	1
AQZ91997.1	1
AQZ92091.1	5
AQZ89815.1	4
AQZ92878.1	5
AQZ90745.1	1
AQZ90576.2	2
AQZ89775.1	11
AQZ92135.1	1
AQZ90291.1	1
AQZ92741.1	1
AQZ89173.1	2
AQZ91670.1	1
AQZ89223.1	1
AQZ90127.1	1
AQZ90339.1	1
AQZ92367.1	1
AQZ92225.1	1
AQZ92112.1	1
AQZ90908.1	19
AQZ89798.1	1
AQZ91015.1	11
AQZ90548.1	1
AQZ89582.1	9
AQZ91825.1	1
AQZ90212.1	1
AQZ90422.1	1
AQZ89625.1	1
AQZ89941.1	2
AQZ91062.1	3
AQZ90524.1	2
AQZ89133.1	1
AQZ91325.1	1
AQZ89362.1	1
AQZ91990.1	1
AQZ90295.1	1
AQZ92523.1	1
AQZ90753.1	1
AQZ92383.1	1
AQZ92898.1	2
AQZ89318.1	2
AQZ93025.1	1
AQZ90896.1	11
AQZ91504.1	9
AQZ92244.1	1
AQZ91007.1	11
AQZ89602.1	1
AQZ93037.1	1
AQZ89999.1	2
AQZ92667.1	1
AQZ92823.1	1
AQZ90090.1	1
AQZ92569.1	2
AQZ91384.1	9
AQZ92906.1	12
AQZ92154.1	2
AQZ92647.1	1
AQZ92209.1	1
AQZ92447.1	1
AQZ89820.1	1
AQZ89726.1	1
AQZ92310.1	1
AQZ91731.1	1
AQZ89931.1	1
AQZ90437.1	1
AQZ90970.1	19
AQZ91371.1	8
AQZ92144.1	1
AQZ89870.1	8
AQZ91859.1	1
AQZ90070.1	2
AQZ89682.1	1
AQZ89911.1	1
AQZ91143.1	4
AQZ89756.1	2
AQZ90528.1	1
AQZ89876.1	1
AQZ91154.1	1
AQZ92429.1	8
AQZ92379.1	2
AQZ89267.1	1
AQZ91289.1	1
AQZ90292.1	1
AQZ91240.1	4
AQZ89497.1	1
AQZ89116.1	4
AQZ92743.1	1
AQZ90148.1	10
AQZ92490.1	11
AQZ90977.1	4
AQZ91570.1	1
AQZ92197.1	1
AQZ90660.1	2
AQZ89526.1	1
AQZ92552.1	2
AQZ91741.1	1
AQZ89520.1	1
AQZ91587.1	4
AQZ89711.1	4
AQZ90734.1	1
AQZ89379.1	1
AQZ91721.1	1
AQZ90965.1	2
AQZ90777.1	1
AQZ89404.1	12
AQZ89809.1	2
AQZ89832.1	9
AQZ90147.1	11
AQZ92463.1	1
AQZ89361.2	1
AQZ89530.1	12
AQZ90114.1	1
AQZ92773.1	1
AQZ89645.1	1
AQZ91652.1	1
AQZ92509.1	1
AQZ91329.1	4
AQZ92780.1	5
AQZ90469.1	5
AQZ90913.1	19
AQZ92282.1	1
AQZ90193.1	1
AQZ89644.1	1
AQZ89845.1	1
AQZ89735.1	3
AQZ89400.1	1
AQZ91145.1	1
AQZ93177.1	2
AQZ90063.1	1
AQZ89325.1	1
AQZ90656.1	11
AQZ88946.1	4
AQZ89585.1	5
AQZ89460.1	5
AQZ91340.1	1
AQZ92056.1	10
AQZ89787.1	5
AQZ90848.1	1
AQZ90240.1	4
AQZ91058.1	2
AQZ90452.1	1
AQZ90872.1	1
AQZ91955.1	1
AQZ90018.1	1
AQZ92900.1	15
AQZ89368.1	3
AQZ92726.1	7
AQZ89454.1	1
AQZ93075.1	11
AQZ90441.1	1
AQZ92475.1	1
AQZ89087.1	2
AQZ90198.1	1
AQZ91600.1	1
AQZ92997.1	4
AQZ92506.1	1
AQZ92023.1	1
AQZ89219.1	1
AQZ91736.1	1
AQZ91149.1	1
AQZ89545.1	8
AQZ89424.1	7
AQZ90612.1	1
AQZ89217.1	1
AQZ91902.1	2
AQZ91539.1	2
AQZ91231.1	4
AQZ90362.1	1
AQZ89835.1	2
AQZ92171.1	1
AQZ89165.1	1
AQZ91483.1	5
AQZ90667.1	1
AQZ89954.1	1
AQZ89198.1	1
AQZ89783.1	1
AQZ92811.1	1
AQZ92501.1	1
AQZ89343.1	2
AQZ91061.1	2
AQZ91744.1	1
AQZ89276.1	9
AQZ90595.1	1
AQZ89304.1	9
AQZ89826.1	1
AQZ91493.1	12
AQZ92101.1	1
AQZ92440.1	1
AQZ92826.1	1
AQZ89621.1	2
AQZ91046.1	4
AQZ92739.1	1
AQZ92836.1	1
AQZ90973.1	12
AQZ92391.1	1
AQZ92635.1	1
AQZ93069.1	2
AQZ93098.1	1
AQZ90464.1	1
AQZ90593.1	1
AQZ91541.1	1
AQZ91388.1	1
AQZ92917.1	1
AQZ92054.1	1
AQZ90770.1	11
AQZ89490.1	1
AQZ89916.1	2
AQZ89505.1	1
AQZ92199.1	1
AQZ92615.1	1
AQZ90931.1	2
AQZ89067.1	1
AQZ89484.1	1
AQZ91398.1	1
AQZ92492.1	1
AQZ89215.1	1
AQZ91088.1	5
AQZ92884.1	1
AQZ89157.1	1
AQZ91700.1	1
AQZ89675.1	1
AQZ92070.1	1
AQZ90011.1	1
AQZ91919.1	1
AQZ91247.1	2
AQZ92341.1	1
AQZ92045.1	11
AQZ91251.1	4
AQZ92973.1	1
AQZ91634.1	1
AQZ89770.1	1
AQZ91023.1	9
AQZ92085.1	1
AQZ90519.1	2
AQZ89294.1	1
AQZ91582.1	1
AQZ92012.1	8
AQZ92546.1	13
AQZ92981.1	5
AQZ92816.1	1
AQZ93095.1	15
AQZ92232.1	1
AQZ89940.1	1
AQZ89480.1	3
AQZ89079.1	1
AQZ91404.1	1
AQZ92820.1	1
AQZ90689.1	9
AQZ91011.1	5
AQZ90878.1	9
AQZ91134.1	11
AQZ89387.1	12
AQZ91556.1	2
AQZ90399.1	2
AQZ91692.1	5
AQZ91593.1	1
AQZ92664.1	1
AQZ92425.1	1
AQZ92777.1	2
AQZ89313.1	1
AQZ93115.1	1
AQZ93029.1	2
AQZ90111.1	1
AQZ92071.1	1
AQZ89808.1	16
AQZ92306.1	1
AQZ91658.1	5
AQZ92962.1	1
AQZ92192.1	2
AQZ92074.1	8
AQZ90577.1	1
AQZ92781.1	1
AQZ92932.1	2
AQZ90993.1	9
AQZ92618.1	5
AQZ91904.1	1
AQZ90624.1	2
AQZ91103.1	1
AQZ88920.1	1
AQZ90560.1	4
AQZ92036.1	1
AQZ90324.1	1
AQZ90841.1	4
AQZ90266.1	1
AQZ91096.1	1
AQZ89633.1	1
AQZ91413.1	1
AQZ93145.1	1
AQZ91714.1	1
AQZ92742.1	2
AQZ90565.1	1
AQZ92735.1	2
AQZ91537.1	1
AQZ90188.1	1
AQZ92674.1	1
AQZ90053.1	1
AQZ89279.1	4
AQZ91918.1	1
AQZ92902.1	1
AQZ89721.1	1
AQZ89366.1	1
AQZ90974.1	12
AQZ90463.1	1
AQZ89297.1	1
AQZ91790.1	1
AQZ90957.1	3
AQZ88937.1	4
AQZ90278.1	4
AQZ89194.1	1
AQZ90825.1	8
AQZ90232.1	1
AQZ89257.1	1
AQZ91037.1	11
AQZ89396.1	7
AQZ91403.1	1
AQZ92740.1	1
AQZ90516.1	2
AQZ92371.1	1
AQZ89179.1	1
AQZ89605.1	2
AQZ92603.1	1
AQZ90099.1	9
AQZ92984.1	1
AQZ93155.1	2
AQZ92206.1	1
AQZ92931.1	1
AQZ90249.1	1
AQZ90355.1	1
AQZ89122.1	8
AQZ91890.1	4
AQZ92862.1	1
AQZ91447.1	1
AQZ89055.1	1
AQZ90919.1	12
AQZ92733.1	1
AQZ90168.1	2
AQZ89925.1	1
AQZ91609.1	1
AQZ92278.1	1
AQZ90536.1	9
AQZ92732.1	1
AQZ91613.1	2
AQZ89330.1	2
AQZ92785.1	9
AQZ90087.1	9
AQZ91045.1	2
AQZ91860.1	19
AQZ92213.1	2
AQZ91241.1	4
AQZ90319.1	11
AQZ90835.1	1
AQZ91967.1	1
AQZ91698.1	2
AQZ91519.2	4
AQZ91939.1	1
AQZ90071.1	11
AQZ90824.1	2
AQZ91776.1	1
AQZ92558.1	1
AQZ90368.1	5
AQZ91911.1	1
AQZ92243.1	1
AQZ92194.1	2
AQZ89138.1	1
AQZ92697.1	1
AQZ90309.1	1
AQZ89085.1	2
AQZ89247.1	2
AQZ91858.1	1
AQZ91778.1	2
AQZ92717.1	2
AQZ91205.1	2
AQZ89488.1	1
AQZ91998.1	1
AQZ92576.1	9
AQZ92141.1	1
AQZ89866.1	1
AQZ92998.1	2
AQZ89147.1	2
AQZ92307.1	1
AQZ91458.1	1
AQZ90157.1	10
AQZ92471.1	1
AQZ92502.1	1
AQZ90455.1	2
AQZ89651.1	1
AQZ89310.1	1
AQZ92856.1	5
AQZ92051.1	1
AQZ93202.1	1
AQZ89401.1	8
AQZ92286.1	1
AQZ90013.1	1
AQZ93212.1	1
AQZ92802.1	2
AQZ92694.1	1
AQZ91410.1	1
AQZ90674.1	2
AQZ91535.1	1
AQZ90115.1	9
AQZ92402.1	2
AQZ93088.1	1
AQZ92571.1	1
AQZ91733.1	2
AQZ90561.1	2
AQZ92478.1	1
AQZ92211.1	1
AQZ89014.1	1
AQZ92845.1	1
AQZ90312.1	1
AQZ89694.1	8
AQZ89849.1	2
AQZ90126.1	1
AQZ90386.1	5
AQZ91729.1	1
AQZ89886.1	1
AQZ91272.1	12
AQZ91957.1	4
AQZ89059.2	1
AQZ92832.1	11
AQZ90566.1	1
AQZ92751.1	1
AQZ92226.1	1
AQZ89359.1	1
AQZ92150.1	1
AQZ89383.1	2
AQZ90785.1	18
AQZ90992.1	11
AQZ93049.1	3
AQZ91161.1	4
AQZ93205.1	4
AQZ89844.1	1
AQZ91171.1	1
AQZ89604.1	1
AQZ92255.1	1
AQZ92124.1	1
AQZ93106.1	2
AQZ91542.1	1
AQZ93179.1	21
AQZ91758.1	1
AQZ91648.1	1
AQZ89282.1	1
AQZ92779.1	1
AQZ88943.1	2
AQZ93148.1	2
AQZ91215.1	1
AQZ91114.1	1
AQZ88976.1	1
AQZ89503.1	9
AQZ91009.1	19
AQZ91068.1	1
AQZ92696.1	2
AQZ92006.1	1
AQZ90293.1	1
AQZ89482.1	1
AQZ92619.1	1
AQZ91553.1	2
AQZ91433.1	1
AQZ91899.1	5
AQZ90769.1	1
AQZ91199.1	1
AQZ90885.1	12
AQZ91214.1	1
AQZ90802.1	1
AQZ92005.1	1
AQZ90827.1	1
AQZ91832.1	1
AQZ91488.1	2
AQZ93078.1	1
AQZ89455.1	1
AQZ91567.1	1
AQZ93120.1	1
AQZ91312.1	2
AQZ89731.1	2
AQZ91195.1	1
AQZ89686.1	1
AQZ92959.1	2
AQZ88924.1	1
AQZ90179.1	9
AQZ92062.1	1
AQZ90530.1	1
AQZ93230.1	21
AQZ91673.1	1
AQZ91842.1	4
AQZ89897.1	1
AQZ92653.1	1
AQZ92175.1	1
AQZ93151.1	5
AQZ90683.1	5
AQZ93019.1	1
AQZ88999.1	1
AQZ93225.1	1
AQZ91152.1	1
AQZ93030.1	2
AQZ92519.1	1
AQZ89099.1	11
AQZ91257.1	2
AQZ91151.1	1
AQZ92531.1	5
AQZ91683.1	1
AQZ91306.1	1
AQZ90544.1	1
AQZ93096.1	3
AQZ91874.1	1
AQZ92938.1	11
AQZ89939.1	5
AQZ90043.1	2
AQZ91777.1	1
AQZ93149.1	1
AQZ91513.1	5
AQZ89827.1	1
AQZ90119.1	1
AQZ91322.1	2
AQZ92409.1	2
AQZ91412.1	2
AQZ91895.1	1
AQZ92373.1	1
AQZ89794.1	1
AQZ90105.1	2
AQZ92876.1	1
AQZ89661.1	1
AQZ93156.1	2
AQZ88952.1	1
AQZ90673.1	1
AQZ92612.1	2
AQZ92458.1	1
AQZ90910.1	11
AQZ89576.1	1
AQZ90227.1	8
AQZ91677.1	1
AQZ91121.1	1
AQZ91672.1	13
AQZ89609.1	1
AQZ91054.1	1
AQZ88988.1	1
AQZ90759.1	11
AQZ88923.1	1
AQZ92628.1	1
AQZ92262.1	1
AQZ92240.1	2
AQZ93085.1	4
AQZ92650.1	1
AQZ88934.1	1
AQZ89504.1	1
AQZ90749.1	11
AQZ91660.1	2
AQZ91202.1	1
AQZ88922.1	1
AQZ91621.1	7
AQZ91332.1	4
AQZ90681.1	1
AQZ89846.1	1
AQZ89121.1	1
AQZ90429.1	1
AQZ89597.1	11
AQZ91745.1	1
AQZ90925.1	12
AQZ89742.1	1
AQZ91204.1	2
AQZ93238.1	9
AQZ90037.1	1
AQZ90159.1	2
AQZ89127.1	1
AQZ90627.1	1
AQZ90729.1	5
AQZ89607.1	3
AQZ90679.1	6
AQZ91193.1	4
AQZ89702.1	1
AQZ90783.1	12
AQZ91230.1	1
AQZ88941.1	1
AQZ92680.1	1
AQZ93063.1	4
AQZ91906.1	1
AQZ90840.1	1
AQZ90235.1	1
AQZ90546.1	1
AQZ92594.1	4
AQZ91074.1	1
AQZ90735.1	1
AQZ92347.1	2
AQZ91897.1	3
AQZ89327.1	1
AQZ89968.1	8
AQZ91531.1	4
AQZ93031.1	1
AQZ89966.1	5
AQZ90704.1	15
AQZ92274.1	1
AQZ91165.1	1
AQZ88915.1	2
AQZ89192.1	1
AQZ92924.1	1
AQZ88936.1	4
AQZ91014.1	5
AQZ90353.1	1
AQZ90255.1	1
AQZ91293.1	1
AQZ89148.1	4
AQZ91110.1	2
AQZ89508.1	18
AQZ93224.1	21
AQZ90711.1	1
AQZ92497.1	8
AQZ91217.1	2
AQZ91536.1	1
AQZ91718.1	1
AQZ89285.1	11
AQZ90015.1	1
AQZ92593.1	1
AQZ90069.1	11
AQZ89106.1	2
AQZ89643.1	11
AQZ90772.1	2
AQZ92533.1	11
AQZ91500.1	10
AQZ89741.1	1
AQZ92668.1	1
AQZ91822.1	1
AQZ92649.1	1
AQZ92139.1	1
AQZ92572.1	1
AQZ91442.1	1
AQZ90712.1	1
AQZ90968.1	19
AQZ92591.1	1
AQZ91982.1	1
AQZ91663.1	1
AQZ91769.1	1
AQZ91027.1	7
AQZ93168.1	4
AQZ92675.1	1
AQZ90891.1	19
AQZ91314.1	1
AQZ89928.1	1
AQZ90666.1	3
AQZ90521.1	1
AQZ90697.1	1
AQZ90850.1	1
AQZ90308.1	1
AQZ92096.1	1
AQZ90397.1	1
AQZ89920.1	1
AQZ92477.1	1
AQZ89557.1	1
AQZ92419.1	4
AQZ89251.1	1
AQZ93159.1	8
AQZ92872.1	1
AQZ91611.1	12
AQZ90241.1	4
AQZ90617.1	1
AQZ89781.1	1
AQZ89102.1	1
AQZ90757.1	11
AQZ90811.1	1
AQZ92259.1	11
AQZ90823.1	4
AQZ90744.1	1
AQZ92431.1	1
AQZ91290.1	2
AQZ91196.1	1
AQZ92686.1	1
AQZ90782.1	2
AQZ92163.1	1
AQZ88945.1	1
AQZ92476.1	1
AQZ92343.1	2
AQZ91853.1	1
AQZ92933.1	12
AQZ92711.1	1
AQZ91633.1	1
AQZ90930.1	12
AQZ89096.1	1
AQZ92412.1	2
AQZ91017.1	11
AQZ93231.1	21
AQZ89211.1	8
AQZ89176.1	1
AQZ89048.1	1
AQZ93218.1	1
AQZ88966.1	1
AQZ91662.1	2
AQZ89830.1	1
AQZ90626.1	15
AQZ93215.1	2
AQZ90402.1	4
AQZ91711.1	1
AQZ89399.1	4
AQZ88965.1	1
AQZ92081.1	1
AQZ91949.1	13
AQZ92069.1	4
AQZ91032.1	2
AQZ91922.1	1
AQZ92514.2	1
AQZ90963.1	19
AQZ92319.1	2
AQZ92380.1	1
AQZ91549.1	12
AQZ90583.1	2
AQZ92661.1	1
AQZ92365.1	1
AQZ89189.1	4
AQZ88956.1	4
AQZ91239.1	4
AQZ89646.1	5
AQZ89712.1	1
AQZ91583.1	2
AQZ90508.1	2
AQZ90123.1	1
AQZ93045.1	1
AQZ91877.1	1
AQZ90517.1	2
AQZ90488.1	2
AQZ92345.1	1
AQZ91631.1	4
AQZ90164.1	1
AQZ91481.1	11
AQZ88977.1	1
AQZ92964.1	1
AQZ89221.1	1
AQZ90799.1	1
AQZ90259.1	1
AQZ92941.1	19
AQZ92730.1	2
AQZ93175.1	2
AQZ90391.1	5
AQZ91977.1	1
AQZ91226.1	1
AQZ90234.1	1
AQZ92296.1	2
AQZ90958.1	19
AQZ89199.1	1
AQZ91855.1	1
AQZ91055.1	4
AQZ91050.1	1
AQZ91288.1	1
AQZ89867.1	1
AQZ90494.1	1
AQZ88921.1	5
AQZ93123.1	5
AQZ93222.1	1
AQZ91440.1	4
AQZ90377.1	1
AQZ89883.1	1
AQZ92949.1	1
AQZ89550.1	1
AQZ91622.1	1
AQZ92316.1	2
AQZ92626.1	1
AQZ90489.1	4
AQZ92268.1	5
AQZ90038.1	1
AQZ90268.1	1
AQZ90065.1	5
AQZ91770.1	1
AQZ92610.1	1
AQZ91186.1	4
AQZ92500.1	1
AQZ89292.1	1
AQZ89932.1	1
AQZ89323.1	2
AQZ92189.1	4
AQZ89782.1	1
AQZ92372.1	1
AQZ91326.1	2
AQZ91157.1	2
AQZ91883.1	1
AQZ90855.1	1
AQZ91645.1	1
AQZ90809.1	9
AQZ91715.1	1
AQZ92046.1	1
AQZ89951.1	1
AQZ90979.1	2
AQZ90943.1	4
AQZ89203.1	1
AQZ90060.1	1
AQZ91985.1	2
AQZ91216.1	2
AQZ90756.1	1
AQZ91966.1	1
AQZ92039.1	1
AQZ89856.1	1
AQZ92195.1	1
AQZ89679.1	4
AQZ92254.1	1
AQZ92439.1	1
AQZ92311.1	1
AQZ91159.1	1
AQZ92597.1	1
AQZ90523.1	2
AQZ92291.1	1
AQZ90021.1	9
AQZ89365.1	1
AQZ91834.1	12
AQZ91763.2	1
AQZ92989.1	2
AQZ91301.1	2
AQZ92364.1	1
AQZ89535.1	1
AQZ89554.1	1
AQZ89016.1	1
AQZ91369.1	5
AQZ90183.1	1
AQZ92999.1	1
AQZ90813.1	1
AQZ92356.1	1
AQZ92351.1	11
AQZ92314.1	1
AQZ90995.1	2
AQZ90900.1	1
AQZ91228.1	1
AQZ89812.1	11
AQZ90003.1	1
AQZ90263.1	1
AQZ90211.1	1
AQZ89225.1	1
AQZ89393.1	8
AQZ89006.1	13
AQZ91702.1	5
AQZ90333.1	1
AQZ89074.1	1
AQZ89732.1	1
AQZ91295.1	2
AQZ91470.1	1
AQZ91546.1	9
AQZ92684.1	1
AQZ89715.1	5
AQZ90383.1	1
AQZ92570.1	1
AQZ90376.1	5
AQZ92328.1	1
AQZ89994.1	1
AQZ92299.1	1
AQZ91525.1	15
AQZ92789.1	12
AQZ91313.1	11
AQZ89500.1	2
AQZ92841.1	1
AQZ90940.1	12
AQZ89169.1	4
AQZ89763.1	1
AQZ91189.1	1
AQZ90075.1	1
AQZ93192.1	2
AQZ89753.1	9
AQZ91558.1	1
AQZ91003.1	1
AQZ92703.1	2
AQZ89333.1	4
AQZ91473.1	13
AQZ91477.1	9
AQZ90613.1	1
AQZ92253.1	1
AQZ90139.1	2
AQZ89667.1	1
AQZ88986.1	1
AQZ91640.1	4
AQZ90207.1	1
AQZ91815.1	5
AQZ91512.1	18
AQZ91548.1	1
AQZ92422.1	2
AQZ90814.1	1
AQZ91182.1	9
AQZ89188.1	7
AQZ91994.1	1
AQZ90155.1	11
AQZ92979.1	1
AQZ89780.1	11
AQZ91799.1	1
AQZ90392.1	1
AQZ90784.1	12
AQZ89275.1	2
AQZ90204.1	1
AQZ90094.1	2
AQZ92801.1	1
AQZ92583.1	1
AQZ91489.1	4
AQZ90738.1	5
AQZ90447.1	1
AQZ89416.1	1
AQZ89593.1	5
AQZ89259.1	1
AQZ92547.1	1
AQZ92542.1	1
AQZ89885.1	1
AQZ91647.1	1
AQZ91563.1	1
AQZ90628.1	1
AQZ93197.1	21
AQZ90413.1	1
AQZ89936.1	8
AQZ91562.1	2
AQZ89001.1	2
AQZ91643.1	1
AQZ92210.1	2
AQZ91010.1	11
AQZ91333.1	4
AQZ91659.1	1
AQZ89946.1	1
AQZ89216.1	1
AQZ91414.1	1
AQZ92122.1	1
AQZ92504.1	11
AQZ90016.1	1
AQZ91787.1	4
AQZ89069.1	5
AQZ92451.1	1
AQZ92105.1	1
AQZ91283.1	1
AQZ89531.1	4
AQZ90989.1	11
AQZ92746.1	9
AQZ89891.1	9
AQZ89000.1	1
AQZ90509.1	2
AQZ92868.1	1
AQZ90122.1	1
AQZ91065.1	14
AQZ90287.1	1
AQZ89452.1	1
AQZ92897.1	13
AQZ91953.1	1
AQZ92048.1	1
AQZ90950.1	12
AQZ91893.1	1
AQZ90271.1	1
AQZ92003.1	1
AQZ90328.1	5
AQZ89118.1	9
AQZ91237.1	4
AQZ91757.1	14
AQZ91924.1	1
AQZ90969.1	19
AQZ92287.1	1
AQZ89921.1	1
AQZ90983.1	12
AQZ89596.1	1
AQZ89303.1	2
AQZ92142.1	14
AQZ92914.1	1
AQZ89107.1	1
AQZ89708.1	1
AQZ89353.1	1
AQZ92948.1	2
AQZ91969.1	13
AQZ89841.1	1
AQZ92288.1	1
AQZ92637.1	1
AQZ91449.1	1
AQZ89629.2	1
AQZ90854.1	1
AQZ90457.1	2
AQZ89034.1	1
AQZ90167.1	2
AQZ91961.1	1
AQZ89349.1	1
AQZ90106.1	2
AQZ92792.1	9
AQZ91901.1	1
AQZ90853.1	1
AQZ90585.1	1
AQZ92559.1	1
AQZ91728.1	1
AQZ93042.1	4
AQZ93001.1	1
AQZ90210.1	1
AQZ92032.1	5
AQZ89465.1	1
AQZ91359.1	7
AQZ90895.1	12
AQZ90702.1	1
AQZ90636.1	1
AQZ91691.1	1
AQZ89563.1	2
AQZ91179.1	1
AQZ92277.1	1
AQZ89030.1	1
AQZ91437.1	1
AQZ91857.1	13
AQZ90398.1	13
AQZ90160.1	2
AQZ90209.1	1
AQZ92629.1	1
AQZ92494.1	1
AQZ89869.1	4
AQZ90345.1	1
AQZ91599.1	2
AQZ91073.1	1
AQZ89342.1	2
AQZ91374.1	1
AQZ90253.1	1
AQZ92638.1	1
AQZ92521.1	16
AQZ90449.1	1
AQZ92024.1	1
AQZ93007.1	3
AQZ91701.1	5
AQZ92158.1	1
AQZ89295.1	1
AQZ91260.1	9
AQZ93012.1	2
AQZ89717.1	1
AQZ89989.1	2
AQZ88982.1	1
AQZ92067.1	11
AQZ92221.1	1
AQZ89807.1	1
AQZ89610.1	1
AQZ90317.1	1
AQZ92975.1	1
AQZ91041.1	5
AQZ92251.1	1
AQZ90390.1	8
AQZ89569.1	1
AQZ90860.1	9
AQZ91268.1	5
AQZ91948.1	1
AQZ92528.1	1
AQZ92562.1	1
AQZ88989.1	1
AQZ91108.1	1
AQZ91225.1	1
AQZ90921.1	11
AQZ91172.1	1
AQZ90103.1	3
AQZ91323.1	1
AQZ90030.1	1
AQZ89432.1	1
AQZ93171.1	2
AQZ89803.1	1
AQZ92401.1	1
AQZ91111.2	1
AQZ90406.1	8
AQZ92616.1	11
AQZ93020.1	5
AQZ92704.1	1
AQZ89829.1	2
AQZ90180.1	1
AQZ90894.1	11
AQZ93167.1	1
AQZ91389.1	1
AQZ92123.1	1
AQZ89159.1	1
AQZ90954.1	11
AQZ89245.1	1
AQZ91211.1	1
AQZ90739.1	1
AQZ91540.1	1
AQZ89410.1	1
AQZ91344.1	1
AQZ93013.1	1
AQZ92710.1	1
AQZ91932.1	1
AQZ92803.1	4
AQZ91345.1	1
AQZ89080.1	1
AQZ92846.1	1
AQZ90589.1	1
AQZ89038.1	1
AQZ93110.1	1
AQZ92977.1	2
AQZ93066.1	15
AQZ90800.1	2
AQZ90385.1	2
AQZ91174.1	1
AQZ89709.1	1
AQZ90839.1	1
AQZ89376.1	1
AQZ90947.1	1
AQZ90726.1	1
AQZ92532.1	1
AQZ89764.1	5
AQZ91381.1	1
AQZ92538.1	1
AQZ89370.1	1
AQZ92058.1	11
AQZ89382.1	1
AQZ89887.1	8
AQZ90728.1	1
AQZ90189.1	1
AQZ90905.2	1
AQZ88968.1	1
AQZ93079.1	1
AQZ92151.1	13
AQZ91792.1	1
AQZ92804.1	4
AQZ89543.1	12
AQZ90714.1	1
AQZ91146.1	1
AQZ91187.1	8
AQZ92891.1	2
AQZ91087.1	4
AQZ89740.1	1
AQZ93174.1	2
AQZ92956.1	1
AQZ91616.1	1
AQZ89729.1	1
AQZ92716.1	1
AQZ90838.1	1
AQZ92685.1	2
AQZ92435.1	4
AQZ92706.1	1
AQZ90598.1	2
AQZ92513.2	2
AQZ91372.1	1
AQZ90645.1	1
AQZ89364.1	1
AQZ91363.2	2
AQZ91565.1	2
AQZ90637.1	3
AQZ91496.1	19
AQZ91360.1	9
AQZ88969.1	1
AQZ90691.2	1
AQZ91684.1	4
AQZ93092.1	2
AQZ88948.1	1
AQZ92303.1	1
AQZ89578.1	1
AQZ92701.1	1
AQZ93203.1	1
AQZ92772.1	1
AQZ91839.1	1
AQZ92330.1	1
AQZ91884.1	1
AQZ88925.1	1
AQZ92016.1	2
AQZ91259.1	1
AQZ89309.1	1
AQZ89320.1	2
AQZ89181.1	1
AQZ93161.1	21
AQZ89021.1	1
AQZ90219.1	1
AQZ89119.1	9
AQZ91334.1	4
AQZ91687.1	1
AQZ92381.1	1
AQZ89420.1	2
AQZ91201.1	5
AQZ88951.1	1
AQZ88962.1	1
AQZ91814.1	5
AQZ93116.1	11
AQZ89494.1	1
AQZ90221.1	5
AQZ90658.1	1
AQZ91532.1	11
AQZ91960.1	1
AQZ89561.1	1
AQZ90299.1	1
AQZ92782.1	2
AQZ90586.1	1
AQZ90961.1	4
AQZ89058.1	1
AQZ91150.1	1
AQZ89959.1	1
AQZ92256.1	1
AQZ92059.1	5
AQZ91940.1	1
AQZ89336.1	3
AQZ90020.1	7
AQZ90815.1	1
AQZ93199.1	4
AQZ92298.1	1
AQZ90120.1	1
